"model","KL","CRPS","pplc","run_time_seconds"
"M1_dqlm_ldvb",0.143852712514997,8.61594560054868,3924.03847436937,29.828
"M2_exdqlm_ldvb",0.0781672897880017,6.43085152583925,2350.48068172499,128.923
