"index","label","center","scale","validation_center","validation_scale"
"noi","NOI",0.117072463768116,2.89741652890153,0.0267222222222222,2.87511100476708
"amo","AMO",0.0731642512077295,0.188980050902275,0.0667424242424242,0.18921467098144
