"model","label","holdout_check_loss","quantile_coverage","n_exceedances"
"M0_no_transfer","M0 no transfer",0.176578677124049,0.833333333333333,3
"MTF_transfer_function","MTF transfer function",0.154857853569717,0.833333333333333,3
