"observed_end_time","first_forecast_time","data_time_step","time_gap","observed_q025","forecast_q025","q025_jump","observed_q500","forecast_q500","q500_jump","observed_q975","forecast_q975","q975_jump"
1972,1973,1,1,576.810601611507,576.308047349979,-0.502554261527735,578.778149653332,578.86866748486,0.0905178315274497,580.635476592053,580.523188515864,-0.112288076188975
