"seed","p0","status","error","ldvb_runtime_sec","mcmc_runtime_sec","runtime_ratio","ldvb_active_rmse","mcmc_active_rmse","active_ratio","ldvb_holdout_rmse","mcmc_holdout_rmse","holdout_ratio","ldvb_check_loss","mcmc_check_loss","check_ratio","ldvb_topk_support_ok","ldvb_sign_support_ok","mcmc_topk_support_ok","mcmc_sign_support_ok"
20260715,0.5,"ok","",8.30599999999981,143.654,0.0578194829242471,0.0907509879512792,0.0780918398168836,1.16210590202613,0.348304118574287,0.274957373318912,1.26675678622484,0.62289347378087,0.612737842844852,1.01657418593385,TRUE,TRUE,TRUE,TRUE
20260716,0.05,"ok","",19.4269999999997,138.455,0.140312736990355,0.181148161254902,0.0985580882940937,1.83798371488662,0.360291777259628,0.235156219863185,1.53213798669347,0.149875442276059,0.148430391245646,1.00973554686669,TRUE,TRUE,TRUE,TRUE
20260716,0.25,"ok","",12.2379999999998,146.806,0.0833617154612197,0.113290602554015,0.129079789526764,0.877678860256618,0.218384805258747,0.220567699651195,0.990103290754268,0.474123379418924,0.473848258107667,1.00058061057849,TRUE,TRUE,TRUE,TRUE
20260716,0.5,"ok","",6.0029999999997,135.245,0.0443861140892431,0.148248009112124,0.116926776184314,1.26787049083127,0.435192866759508,0.415593387665773,1.04716022842379,0.629471635808763,0.625101030875054,1.00699183766757,TRUE,TRUE,TRUE,TRUE
20260717,0.05,"ok","",25.4360000000001,144.23,0.17635720723844,0.215349873961525,0.135435003987522,1.59006067575681,0.5434234458669,0.398946967716516,1.36214457018519,0.163649962439023,0.155769071766961,1.05059342385922,TRUE,TRUE,TRUE,TRUE
20260717,0.25,"ok","",12.2580000000003,137.691,0.089025426498466,0.191708790026737,0.196890194326769,0.973683786956737,0.29467482638731,0.291301208368715,1.01158120159366,0.493323140351208,0.492906261363513,1.00084575713553,TRUE,TRUE,TRUE,TRUE
20260717,0.5,"ok","",7.54799999999977,148.689,0.0507636745152619,0.308832990444839,0.164235214532618,1.88043101063142,0.453965178681323,0.451212047471833,1.00610163497388,0.6286257819895,0.621400830431428,1.01162687786088,TRUE,TRUE,TRUE,TRUE
20260718,0.05,"ok","",22.5009999999997,156.907,0.14340341731089,0.266539189240589,0.201385805118718,1.32352520617559,0.713737353713224,0.51532993241539,1.38501047351914,0.188830524988832,0.173764799508241,1.08670182639538,TRUE,TRUE,TRUE,TRUE
20260718,0.25,"ok","",13.3319999999999,149.077,0.0894302944116118,0.112354691594626,0.0824346792966379,1.36295419055762,0.302448009724347,0.26715532303215,1.13210549687588,0.486881111509791,0.486389072949438,1.00101161516102,TRUE,TRUE,TRUE,TRUE
20260718,0.5,"ok","",2.50600000000031,155.255,0.0161411870793231,0.110240514456558,0.0131562537714041,8.37932411247437,0.382119526248595,0.367365030866576,1.04016303714922,0.605802410751297,0.603371504119615,1.00402887212121,TRUE,TRUE,TRUE,TRUE
