"p0","model","status","runtime","iter","converged","hit_iter_cap","median_kt","error_message"
0.05,"direct_regression","ok",169.544,40,FALSE,TRUE,NA,""
0.05,"transfer_function","ok",185.465,40,FALSE,TRUE,50.5757038180861,""
0.5,"direct_regression","ok",168.877,40,FALSE,TRUE,NA,""
0.5,"transfer_function","ok",183.686,40,FALSE,TRUE,53.3278644726865,""
0.95,"direct_regression","ok",166.831,40,FALSE,TRUE,NA,""
0.95,"transfer_function","ok",181.068,40,FALSE,TRUE,57.707383534003,""
