"p0","model","KL","CRPS","pplc","runtime"
0.05,"direct_regression",0.247586228038415,1.43587756128713,6340.86953572408,169.544
0.05,"transfer_function",0.317025115058803,1.46934895324282,6478.96233178429,185.465
0.5,"direct_regression",0.0228175887154608,8.5899022773661,34415.0190328551,168.877
0.5,"transfer_function",0.050195270683894,9.36837737937797,37583.1008854516,183.686
0.95,"direct_regression",0.574510085834963,1818.87047382137,6111241.77350056,166.831
0.95,"transfer_function",0.526295435465344,1485.74678423322,4849315.6358875,181.068
