"p0","model","status","runtime","iter","converged","hit_iter_cap","median_kt","error_message"
0.05,"direct_regression","ok",696.665,300,FALSE,TRUE,NA,""
0.05,"transfer_function","ok",754.201,300,FALSE,TRUE,50.0915999063923,""
0.5,"direct_regression","ok",546.855,257,TRUE,FALSE,NA,""
0.5,"transfer_function","ok",709.168,300,FALSE,TRUE,34.0644813241641,""
