"date","model","model_label","p0","tau_label","phase","estimate","lower","upper"
2023-01-15,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",2.00182249502865,1.99195983968441,2.01168515037289
2023-01-16,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",2.04536963876695,2.03477988068694,2.05595939684696
2023-01-17,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",2.03387978852072,2.02362666441781,2.04413291262364
2023-01-18,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",2.01072324111308,2.00095896648111,2.02048751574505
2023-01-19,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.99618345131324,1.98677776401981,2.00558913860667
2023-01-20,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.97402293359822,1.96505839269432,1.98298747450212
2023-01-21,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.95162821267491,1.94304457168546,1.96021185366437
2023-01-22,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.9293842745397,1.92114147095382,1.93762707812558
2023-01-23,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.90726555564854,1.89932551217666,1.91520559912042
2023-01-24,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.88540907958029,1.87774137592131,1.89307678323927
2022-11-26,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.06370229420239,1.05976380001455,1.0678345674452
2022-11-27,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.06256951139614,1.05824846371557,1.06658917513012
2022-11-28,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.06254694402861,1.05860282749823,1.06653331920742
2022-11-29,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.06309647290897,1.05905612735843,1.0671962273425
2022-11-30,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.06221116711351,1.05839406778455,1.06644580580396
2022-12-01,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.14715385830203,1.14293682093474,1.15103680791588
2022-12-02,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.53126108328312,1.52237183145012,1.540245352153
2022-12-03,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.39208838242527,1.38792455494646,1.39618064011275
2022-12-04,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.71357376480485,1.70641203799033,1.72069744319714
2022-12-05,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.54708077710295,1.5423939174423,1.55180028162447
2022-12-06,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.60631579217368,1.6015469800067,1.61148607847531
2022-12-07,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.50248909951739,1.49759573522822,1.50736871897525
2022-12-08,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.43239280607151,1.42791424068415,1.43676647459248
2022-12-09,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.51635231019935,1.51179465801455,1.52118896927169
2022-12-10,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.5937551415941,1.588905196856,1.59847334211855
2022-12-11,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.93035828206595,1.91748967567961,1.94289288698081
2022-12-12,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.70740636548214,1.70158809588093,1.7132718597809
2022-12-13,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.49688175090177,1.49149118294894,1.50208388503079
2022-12-14,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.45343733790985,1.44882620431718,1.4579999000597
2022-12-15,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.42365068020831,1.41915591458062,1.42850618831854
2022-12-16,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.40052323817023,1.3965031926848,1.40472070128582
2022-12-17,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.38049940937888,1.37624847702436,1.38466727787463
2022-12-18,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.36493069143428,1.36086148439252,1.36920757469082
2022-12-19,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.3543745481936,1.3502521842784,1.35839619074545
2022-12-20,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.34805022207561,1.34373888649503,1.35234099449054
2022-12-21,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.33675230622759,1.33292968615535,1.34091525421135
2022-12-22,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.32476761980557,1.32044526604586,1.32902106785557
2022-12-23,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.3239688378495,1.31999928581026,1.32796069853941
2022-12-24,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.32055051494361,1.31642618937732,1.32478782428666
2022-12-25,"direct_regression","Direct regression",0.35,"tau = 0.35","fit",1.31100571328416,1.30700872336352,1.31529456150608
2022-12-26,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.30286210862616,1.29868899876316,1.30703521848916
2022-12-27,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.63138726848749,1.62407377594208,1.63870076103289
2022-12-28,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.7279091698234,1.72158404894822,1.73423429069858
2022-12-29,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.59906876792419,1.59374292607581,1.60439460977258
2022-12-30,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.76538290050101,1.75933379408312,1.77143200691889
2022-12-31,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.92256931052636,1.91248998952638,1.93264863152634
2023-01-01,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.92939725428515,1.91701578168404,1.94177872688625
2023-01-02,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.56535174094182,1.56007967700832,1.57062380487533
2023-01-03,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.72743493422902,1.72201501516267,1.73285485329537
2023-01-04,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.6538802705092,1.64831813829908,1.65944240271933
2023-01-05,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.88679647666983,1.8781044250651,1.89548852827456
2023-01-06,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.70820437874729,1.70295546775891,1.71345328973566
2023-01-07,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.57844429343114,1.57317101261366,1.58371757424863
2023-01-08,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.84372711951061,1.83614107348676,1.85131316553446
2023-01-09,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.92287607050402,1.91370881985099,1.93204332115706
2023-01-10,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.81930458919348,1.81244776315761,1.82616141522934
2023-01-11,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.77055783343415,1.76492748411634,1.77618818275195
2023-01-12,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.73351594507126,1.72747537808318,1.73955651205935
2023-01-13,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.60176147556566,1.59642258415255,1.60710036697877
2023-01-14,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.91091543881433,1.90219783318795,1.91963304444072
2023-01-15,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.86754806256722,1.85985880196199,1.87523732317246
2023-01-16,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.86169365425494,1.85416318844554,1.86922412006434
2023-01-17,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.62669306240804,1.62199631841799,1.63138980639808
2023-01-18,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.54562149429767,1.54087130679216,1.55037168180317
2023-01-19,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.59497143923452,1.5903447675124,1.59959811095663
2023-01-20,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.54021811165178,1.53554068087563,1.54489554242794
2023-01-21,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.4971252139322,1.49269722141376,1.50155320645064
2023-01-22,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.47271356322867,1.46838434098985,1.47704278546748
2023-01-23,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.44756566824541,1.44330145369435,1.45182988279647
2023-01-24,"direct_regression","Direct regression",0.35,"tau = 0.35","forecast",1.42930237721558,1.42506515248866,1.4335396019425
2022-11-26,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.06675672739028,1.06344096100555,1.07021390331162
2022-11-27,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.06431625848357,1.06087726474197,1.06776869946038
2022-11-28,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.06194370955396,1.05833065754057,1.06539857536213
2022-11-29,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.05948525967094,1.05594706501225,1.06294759077969
2022-11-30,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.0571800666586,1.05350756125866,1.06058580148229
2022-12-01,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.06198384948589,1.05867931087909,1.06546786185944
2022-12-02,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.14251225846611,1.13908271545002,1.14614271808212
2022-12-03,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.14904522292357,1.14553818588146,1.15230543278154
2022-12-04,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.21532711112166,1.21165822215941,1.218863803655
2022-12-05,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.23222006685663,1.22869212192755,1.23585309208471
2022-12-06,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.2606905961385,1.25682890669784,1.26463521742836
2022-12-07,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.26421947473362,1.26045429194987,1.26799790259912
2022-12-08,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.26240020648315,1.25903859888329,1.2661644087485
2022-12-09,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.2781001115535,1.27420016151296,1.28182119434374
2022-12-10,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.3004021972204,1.29677191186898,1.30404082042044
2022-12-11,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.4125462404552,1.4086874463486,1.41628141437047
2022-12-12,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.45364020662791,1.44940409113111,1.45780072967519
2022-12-13,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.44707202555503,1.44321147144486,1.4510531750097
2022-12-14,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.44018165499026,1.4364219766554,1.44369589341319
2022-12-15,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.43292860632254,1.42940633876166,1.43667172812471
2022-12-16,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.4255669002855,1.42200946468042,1.42891885190242
2022-12-17,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.41802535364323,1.41447388833247,1.42154403841021
2022-12-18,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.41055699025615,1.4070293971312,1.41401619139339
2022-12-19,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.40306687732318,1.399547615618,1.40663714459014
2022-12-20,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.39582142971556,1.39247006778044,1.39941700267106
2022-12-21,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.38842970634636,1.3849719324512,1.39210148731286
2022-12-22,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.38098968028043,1.3777057806172,1.38477444910012
2022-12-23,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.37398693559234,1.37071223676459,1.37738105708369
2022-12-24,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.36688593971891,1.36357553123358,1.37002675061635
2022-12-25,"transfer_function","Transfer function",0.35,"tau = 0.35","fit",1.36001179938032,1.35648177637743,1.36347470632784
2022-12-26,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.35318592885021,1.34973036947343,1.35664148822699
2022-12-27,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.41722666725461,1.41375848234893,1.42069485216028
2022-12-28,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.47329949362409,1.46960594104406,1.47699304620413
2022-12-29,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.47208908111462,1.46846084716743,1.47571731506181
2022-12-30,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.50436817872772,1.50054002710196,1.50819633035349
2022-12-31,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.58204742777549,1.5776565261499,1.58643832940109
2023-01-01,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.69821917364106,1.69290233679969,1.70353601048242
2023-01-02,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.68553274452994,1.68045985865977,1.69060563040011
2023-01-03,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.70509106811648,1.70003701418124,1.71014512205172
2023-01-04,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.69960649333208,1.69476540813015,1.70444757853402
2023-01-05,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.76619618221945,1.76065761200092,1.77173475243797
2023-01-06,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.78606094156485,1.78045722114398,1.79166466198573
2023-01-07,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.7709466388222,1.76562396683385,1.77626931081055
2023-01-08,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.82768200251556,1.82175770328312,1.83360630174801
2023-01-09,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.90780510131098,1.90088107416816,1.9147291284538
2023-01-10,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.94498968697341,1.93765016788136,1.95232920606546
2023-01-11,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.95270333322624,1.94537863213925,1.96002803431323
2023-01-12,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.98781587222562,1.98018597898656,1.99544576546469
2023-01-13,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.96714286227049,1.95992276765761,1.97436295688337
2023-01-14,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",2.02501703823409,2.01696099026012,2.03307308620806
2023-01-15,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",2.07332775448763,2.06460136163166,2.0820541473436
2023-01-16,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",2.11970209184365,2.11033425871039,2.12906992497691
2023-01-17,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",2.10724021086625,2.09816269208126,2.11631772965124
2023-01-18,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",2.08195752585748,2.07330074455874,2.09061430715622
2023-01-19,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",2.06621324135032,2.05786678335642,2.07455969934421
2023-01-20,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",2.04207074985589,2.03410436825823,2.05003713145356
2023-01-21,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",2.01794927376112,2.01031094216312,2.02558760535912
2023-01-22,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.99414589276421,1.98680115619529,2.00149062933313
2023-01-23,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.97063341807898,1.96354954470915,1.97771729144881
2023-01-24,"transfer_function","Transfer function",0.35,"tau = 0.35","forecast",1.94751395674545,1.9406648896397,1.95436302385119
2022-11-26,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.09707890608255,1.09320951330662,1.10110537416716
2022-11-27,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.09597486058083,1.09210833278915,1.0999879827623
2022-11-28,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.09579374073904,1.09188404480097,1.09981583838386
2022-11-29,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.09635101941335,1.09230603967027,1.10032836227138
2022-11-30,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.09550805664952,1.09154703706486,1.09944239255528
2022-12-01,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.1855421234274,1.18141327824569,1.18976639988377
2022-12-02,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.57823657372106,1.56904496893352,1.58713292268103
2022-12-03,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.43320298451199,1.42936970457291,1.43743962008622
2022-12-04,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.75150021648898,1.74504643254242,1.75782249155955
2022-12-05,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.5878549851364,1.58308635244786,1.59222612853941
2022-12-06,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.64652683404928,1.64139086276604,1.65157257662119
2022-12-07,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.5434221752294,1.53829193881982,1.54832760935612
2022-12-08,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.47377590386371,1.4692229397843,1.47855806829502
2022-12-09,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.5583461414739,1.55358265687871,1.56276331230653
2022-12-10,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.63481819132205,1.62982387447127,1.64000581137188
2022-12-11,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.95992852434613,1.94844135816069,1.97160563485471
2022-12-12,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.74665938616182,1.74078995005129,1.75257419246872
2022-12-13,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.53853650801426,1.5332527542823,1.54372155817703
2022-12-14,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.49537721689318,1.49078308703145,1.50034530090314
2022-12-15,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.46562944490943,1.46163281591327,1.47036323209018
2022-12-16,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.44273721977153,1.43891136775662,1.44696195078029
2022-12-17,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.42287033795492,1.41873617859129,1.42705681590198
2022-12-18,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.40735745975764,1.40331051315534,1.4115293076436
2022-12-19,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.39687146095747,1.39273015182262,1.40093999124662
2022-12-20,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.39045382650495,1.38627479218618,1.39479122330709
2022-12-21,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.37920328173472,1.37482670283499,1.38340082284342
2022-12-22,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.36727232565333,1.36304869431454,1.37132167485365
2022-12-23,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.36640622752775,1.36196870123935,1.37074306256635
2022-12-24,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.36306755489289,1.35895456465342,1.36702894233561
2022-12-25,"direct_regression","Direct regression",0.5,"tau = 0.50","fit",1.35352960246422,1.34944438019018,1.35774994919692
2022-12-26,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.34524858351795,1.34105906901699,1.3494380980189
2022-12-27,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.67818502046507,1.67091731438025,1.6854527265499
2022-12-28,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.77041436684947,1.76429930025113,1.77652943344781
2022-12-29,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.64191335497244,1.63653034787608,1.64729636206881
2022-12-30,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.80583278980008,1.79998485096359,1.81168072863657
2022-12-31,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.95703673752603,1.94769011675853,1.96638335829353
2023-01-01,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.96577672350861,1.95359023497008,1.97796321204713
2023-01-02,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.60860549572517,1.6033070946146,1.61390389683575
2023-01-03,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.76934243354646,1.76403593489164,1.77464893220129
2023-01-04,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.69665932726667,1.69103557213223,1.70228308240112
2023-01-05,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.92421084760618,1.9161039562807,1.93231773893165
2023-01-06,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.75107581958296,1.74594818981269,1.75620344935324
2023-01-07,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.62190858838562,1.61661710139184,1.6272000753794
2023-01-08,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.88357886194198,1.87643464402048,1.89072307986348
2023-01-09,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.95968850198099,1.95103817514555,1.96833882881644
2023-01-10,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.85986125882027,1.85338093610087,1.86634158153967
2023-01-11,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.81208937238662,1.80655062143235,1.81762812334089
2023-01-12,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.77759518337216,1.77171172949371,1.78347863725061
2023-01-13,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.64534531356199,1.63999044064964,1.65070018647435
2023-01-14,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.94854705926139,1.9404245976887,1.95666952083408
2023-01-15,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.90725721497001,1.90003541440317,1.91447901553684
2023-01-16,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.90180427604137,1.8947146506822,1.90889390140053
2023-01-17,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.67083979975695,1.66615466979659,1.6755249297173
2023-01-18,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.58961526599647,1.58486698705635,1.59436354493658
2023-01-19,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.63927782886131,1.63465767763323,1.64389798008939
2023-01-20,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.58426177381962,1.57958428507134,1.5889392625679
2023-01-21,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.54121653037343,1.53677563619747,1.5456574245494
2023-01-22,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.51676561474419,1.51240764217447,1.5211235873139
2023-01-23,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.49151376103338,1.48719899164875,1.49582853041801
2023-01-24,"direct_regression","Direct regression",0.5,"tau = 0.50","forecast",1.47312728358693,1.468819450806,1.47743511636786
2022-11-26,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.09526922079644,1.09169819660852,1.09890953901317
2022-11-27,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.09272628889541,1.08891607726257,1.09636082138265
2022-11-28,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.09007598231908,1.08639011821657,1.09367533650325
2022-11-29,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.08757543095947,1.08368860612623,1.09149518209728
2022-11-30,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.08505266939961,1.08128053120525,1.08873242383436
2022-12-01,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.08983445225852,1.08609582925539,1.09382959832615
2022-12-02,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.17564632010979,1.17169273439545,1.17919785133794
2022-12-03,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.18134250357088,1.17772159474179,1.18527381245088
2022-12-04,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.25178043322928,1.24781689324602,1.25559307667613
2022-12-05,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.26815526687262,1.26406290696842,1.27195573872582
2022-12-06,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.29724844922402,1.29303930995557,1.30136204063475
2022-12-07,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.29948961404433,1.29553702332414,1.30312169395194
2022-12-08,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.29628820048266,1.2923229686435,1.30013650181601
2022-12-09,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.31176666403928,1.30773340863105,1.31591971079626
2022-12-10,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.33442161656163,1.33050924631836,1.33842117073294
2022-12-11,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.45645062405147,1.45242078514631,1.46056129829952
2022-12-12,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.4993990293038,1.49482522319947,1.50365890286939
2022-12-13,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.49098576735728,1.48691777126439,1.49542875441412
2022-12-14,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.48239611028913,1.47848005357793,1.48653865969108
2022-12-15,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.47362954133058,1.46945149089818,1.47802599912992
2022-12-16,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.46479548900617,1.46091883862412,1.46866185289761
2022-12-17,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.45620862607407,1.45253883851673,1.45991842843669
2022-12-18,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.44746776463512,1.44386282506776,1.45100810590171
2022-12-19,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.4387590193424,1.43511602090562,1.44243743934259
2022-12-20,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.43050471203889,1.42705580573975,1.43406055464968
2022-12-21,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.42213698054008,1.41849097757001,1.42567374669841
2022-12-22,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.41397716986927,1.41040208171605,1.41744736023702
2022-12-23,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.40604998806902,1.40262736591636,1.4096867486799
2022-12-24,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.39828771166442,1.39451048034437,1.40187291128233
2022-12-25,"transfer_function","Transfer function",0.5,"tau = 0.50","fit",1.39063351286104,1.38712981046574,1.39452760168107
2022-12-26,"transfer_function","Transfer function",0.5,"tau = 0.50","forecast",1.38308553582038,1.37940868417739,1.38676238746337
2022-12-27,"transfer_function","Transfer function",0.5,"tau = 0.50","forecast",1.45160293233941,1.44791297210607,1.45529289257275
2022-12-28,"transfer_function","Transfer function",0.5,"tau = 0.50","forecast",1.51138210028975,1.50743113826131,1.51533306231818
2022-12-29,"transfer_function","Transfer function",0.5,"tau = 0.50","forecast",1.50878180827499,1.5049190842678,1.51264453228219
2022-12-30,"transfer_function","Transfer function",0.5,"tau = 0.50","forecast",1.54242073222015,1.5383332468568,1.54650821758351
2022-12-31,"transfer_function","Transfer function",0.5,"tau = 0.50","forecast",1.62630519119413,1.62151689342067,1.63109348896759
2023-01-01,"transfer_function","Transfer function",0.5,"tau = 0.50","forecast",1.75324336006581,1.74741815393506,1.75906856619657
2023-01-02,"transfer_function","Transfer function",0.5,"tau = 0.50","forecast",1.7384276785317,1.73288927875939,1.74396607830401
2023-01-03,"transfer_function","Transfer function",0.5,"tau = 0.50","forecast",1.7583576447547,1.7528127161984,1.76390257331099
2023-01-04,"transfer_function","Transfer function",0.5,"tau = 0.50","forecast",1.75112014523398,1.74582044490646,1.75641984556149
2023-01-05,"transfer_function","Transfer function",0.5,"tau = 0.50","forecast",1.82287048877991,1.81674481845369,1.82899615910613
