"x","density","p0","p0_label"
-7.2,0.000280303135287923,0.15,"p0 = 0.15"
-7.18666666666667,0.000283497974044271,0.15,"p0 = 0.15"
-7.17333333333333,0.00028672922693016,0.15,"p0 = 0.15"
-7.16,0.000289997308986514,0.15,"p0 = 0.15"
-7.14666666666667,0.00029330263998481,0.15,"p0 = 0.15"
-7.13333333333333,0.000296645644480997,0.15,"p0 = 0.15"
-7.12,0.000300026751870025,0.15,"p0 = 0.15"
-7.10666666666667,0.000303446396441004,0.15,"p0 = 0.15"
-7.09333333333333,0.000306905017432981,0.15,"p0 = 0.15"
-7.08,0.000310403059091365,0.15,"p0 = 0.15"
-7.06666666666667,0.000313940970724981,0.15,"p0 = 0.15"
-7.05333333333333,0.000317519206763787,0.15,"p0 = 0.15"
-7.04,0.000321138226817244,0.15,"p0 = 0.15"
-7.02666666666667,0.000324798495733347,0.15,"p0 = 0.15"
-7.01333333333333,0.000328500483658337,0.15,"p0 = 0.15"
-7,0.000332244666097084,0.15,"p0 = 0.15"
-6.98666666666667,0.00033603152397417,0.15,"p0 = 0.15"
-6.97333333333333,0.000339861543695657,0.15,"p0 = 0.15"
-6.96,0.000343735217211566,0.15,"p0 = 0.15"
-6.94666666666667,0.000347653042079066,0.15,"p0 = 0.15"
-6.93333333333333,0.000351615521526382,0.15,"p0 = 0.15"
-6.92,0.000355623164517432,0.15,"p0 = 0.15"
-6.90666666666667,0.000359676485817205,0.15,"p0 = 0.15"
-6.89333333333333,0.000363776006057874,0.15,"p0 = 0.15"
-6.88,0.000367922251805676,0.15,"p0 = 0.15"
-6.86666666666667,0.000372115755628544,0.15,"p0 = 0.15"
-6.85333333333333,0.000376357056164511,0.15,"p0 = 0.15"
-6.84,0.000380646698190899,0.15,"p0 = 0.15"
-6.82666666666667,0.000384985232694294,0.15,"p0 = 0.15"
-6.81333333333333,0.000389373216941313,0.15,"p0 = 0.15"
-6.8,0.000393811214550188,0.15,"p0 = 0.15"
-6.78666666666667,0.000398299795563158,0.15,"p0 = 0.15"
-6.77333333333333,0.00040283953651969,0.15,"p0 = 0.15"
-6.76,0.000407431020530529,0.15,"p0 = 0.15"
-6.74666666666667,0.000412074837352601,0.15,"p0 = 0.15"
-6.73333333333333,0.000416771583464761,0.15,"p0 = 0.15"
-6.72,0.000421521862144413,0.15,"p0 = 0.15"
-6.70666666666667,0.000426326283544993,0.15,"p0 = 0.15"
-6.69333333333333,0.000431185464774345,0.15,"p0 = 0.15"
-6.68,0.000436100029973981,0.15,"p0 = 0.15"
-6.66666666666667,0.000441070610399257,0.15,"p0 = 0.15"
-6.65333333333333,0.000446097844500446,0.15,"p0 = 0.15"
-6.64,0.000451182378004752,0.15,"p0 = 0.15"
-6.62666666666667,0.000456324863999246,0.15,"p0 = 0.15"
-6.61333333333333,0.000461525963014755,0.15,"p0 = 0.15"
-6.6,0.000466786343110704,0.15,"p0 = 0.15"
-6.58666666666667,0.000472106679960922,0.15,"p0 = 0.15"
-6.57333333333333,0.000477487656940436,0.15,"p0 = 0.15"
-6.56,0.000482929965213243,0.15,"p0 = 0.15"
-6.54666666666667,0.000488434303821088,0.15,"p0 = 0.15"
-6.53333333333333,0.000494001379773252,0.15,"p0 = 0.15"
-6.52,0.000499631908137367,0.15,"p0 = 0.15"
-6.50666666666667,0.000505326612131262,0.15,"p0 = 0.15"
-6.49333333333333,0.000511086223215857,0.15,"p0 = 0.15"
-6.48,0.000516911481189117,0.15,"p0 = 0.15"
-6.46666666666667,0.000522803134281074,0.15,"p0 = 0.15"
-6.45333333333333,0.000528761939249937,0.15,"p0 = 0.15"
-6.44,0.000534788661479292,0.15,"p0 = 0.15"
-6.42666666666667,0.000540884075076412,0.15,"p0 = 0.15"
-6.41333333333333,0.000547048962971693,0.15,"p0 = 0.15"
-6.4,0.000553284117019209,0.15,"p0 = 0.15"
-6.38666666666667,0.000559590338098432,0.15,"p0 = 0.15"
-6.37333333333333,0.000565968436217094,0.15,"p0 = 0.15"
-6.36,0.000572419230615233,0.15,"p0 = 0.15"
-6.34666666666667,0.000578943549870421,0.15,"p0 = 0.15"
-6.33333333333333,0.00058554223200419,0.15,"p0 = 0.15"
-6.32,0.000592216124589672,0.15,"p0 = 0.15"
-6.30666666666667,0.000598966084860469,0.15,"p0 = 0.15"
-6.29333333333333,0.000605792979820759,0.15,"p0 = 0.15"
-6.28,0.000612697686356657,0.15,"p0 = 0.15"
-6.26666666666667,0.00061968109134885,0.15,"p0 = 0.15"
-6.25333333333333,0.000626744091786515,0.15,"p0 = 0.15"
-6.24,0.000633887594882529,0.15,"p0 = 0.15"
-6.22666666666667,0.000641112518190001,0.15,"p0 = 0.15"
-6.21333333333333,0.000648419789720123,0.15,"p0 = 0.15"
-6.2,0.000655810348061374,0.15,"p0 = 0.15"
-6.18666666666667,0.000663285142500075,0.15,"p0 = 0.15"
-6.17333333333333,0.000670845133142322,0.15,"p0 = 0.15"
-6.16,0.000678491291037306,0.15,"p0 = 0.15"
-6.14666666666667,0.000686224598302043,0.15,"p0 = 0.15"
-6.13333333333333,0.000694046048247521,0.15,"p0 = 0.15"
-6.12,0.000701956645506285,0.15,"p0 = 0.15"
-6.10666666666667,0.000709957406161481,0.15,"p0 = 0.15"
-6.09333333333333,0.000718049357877366,0.15,"p0 = 0.15"
-6.08,0.000726233540031308,0.15,"p0 = 0.15"
-6.06666666666667,0.00073451100384729,0.15,"p0 = 0.15"
-6.05333333333333,0.000742882812530933,0.15,"p0 = 0.15"
-6.04,0.00075135004140606,0.15,"p0 = 0.15"
-6.02666666666667,0.000759913778052824,0.15,"p0 = 0.15"
-6.01333333333333,0.000768575122447392,0.15,"p0 = 0.15"
-6,0.000777335187103244,0.15,"p0 = 0.15"
-5.98666666666667,0.000786195097214059,0.15,"p0 = 0.15"
-5.97333333333333,0.000795155990798251,0.15,"p0 = 0.15"
-5.96,0.000804219018845137,0.15,"p0 = 0.15"
-5.94666666666667,0.000813385345462782,0.15,"p0 = 0.15"
-5.93333333333333,0.000822656148027515,0.15,"p0 = 0.15"
-5.92,0.000832032617335169,0.15,"p0 = 0.15"
-5.90666666666667,0.000841515957754026,0.15,"p0 = 0.15"
-5.89333333333333,0.000851107387379516,0.15,"p0 = 0.15"
-5.88,0.000860808138190672,0.15,"p0 = 0.15"
-5.86666666666667,0.000870619456208384,0.15,"p0 = 0.15"
-5.85333333333333,0.000880542601655431,0.15,"p0 = 0.15"
-5.84,0.000890578849118361,0.15,"p0 = 0.15"
-5.82666666666667,0.000900729487711199,0.15,"p0 = 0.15"
-5.81333333333333,0.000910995821241039,0.15,"p0 = 0.15"
-5.8,0.000921379168375499,0.15,"p0 = 0.15"
-5.78666666666667,0.00093188086281211,0.15,"p0 = 0.15"
-5.77333333333333,0.000942502253449619,0.15,"p0 = 0.15"
-5.76,0.000953244704561246,0.15,"p0 = 0.15"
-5.74666666666667,0.000964109595969927,0.15,"p0 = 0.15"
-5.73333333333333,0.000975098323225539,0.15,"p0 = 0.15"
-5.72,0.000986212297784157,0.15,"p0 = 0.15"
-5.70666666666667,0.00099745294718935,0.15,"p0 = 0.15"
-5.69333333333333,0.00100882171525554,0.15,"p0 = 0.15"
-5.68,0.00102032006225346,0.15,"p0 = 0.15"
-5.66666666666667,0.0010319494650977,0.15,"p0 = 0.15"
-5.65333333333333,0.00104371141753644,0.15,"p0 = 0.15"
-5.64,0.0010556074303433,0.15,"p0 = 0.15"
-5.62666666666667,0.00106763903151139,0.15,"p0 = 0.15"
-5.61333333333333,0.00107980776644958,0.15,"p0 = 0.15"
-5.6,0.001092115198181,0.15,"p0 = 0.15"
-5.58666666666667,0.0011045629075438,0.15,"p0 = 0.15"
-5.57333333333333,0.00111715249339421,0.15,"p0 = 0.15"
-5.56,0.00112988557281189,0.15,"p0 = 0.15"
-5.54666666666667,0.00114276378130767,0.15,"p0 = 0.15"
-5.53333333333333,0.00115578877303358,0.15,"p0 = 0.15"
-5.52,0.00116896222099537,0.15,"p0 = 0.15"
-5.50666666666667,0.00118228581726733,0.15,"p0 = 0.15"
-5.49333333333333,0.00119576127320972,0.15,"p0 = 0.15"
-5.48,0.00120939031968852,0.15,"p0 = 0.15"
-5.46666666666667,0.00122317470729776,0.15,"p0 = 0.15"
-5.45333333333333,0.0012371162065844,0.15,"p0 = 0.15"
-5.44,0.00125121660827574,0.15,"p0 = 0.15"
-5.42666666666667,0.00126547772350943,0.15,"p0 = 0.15"
-5.41333333333333,0.0012799013840661,0.15,"p0 = 0.15"
-5.4,0.00129448944260464,0.15,"p0 = 0.15"
-5.38666666666667,0.0013092437729002,0.15,"p0 = 0.15"
-5.37333333333333,0.0013241662700848,0.15,"p0 = 0.15"
-5.36,0.00133925885089083,0.15,"p0 = 0.15"
-5.34666666666667,0.00135452345389719,0.15,"p0 = 0.15"
-5.33333333333333,0.00136996203977832,0.15,"p0 = 0.15"
-5.32,0.00138557659155604,0.15,"p0 = 0.15"
-5.30666666666667,0.00140136911485423,0.15,"p0 = 0.15"
-5.29333333333333,0.0014173416381565,0.15,"p0 = 0.15"
-5.28,0.00143349621306669,0.15,"p0 = 0.15"
-5.26666666666667,0.0014498349145724,0.15,"p0 = 0.15"
-5.25333333333333,0.00146635984131153,0.15,"p0 = 0.15"
-5.24,0.00148307311584185,0.15,"p0 = 0.15"
-5.22666666666667,0.00149997688491358,0.15,"p0 = 0.15"
-5.21333333333333,0.0015170733197452,0.15,"p0 = 0.15"
-5.2,0.00153436461630228,0.15,"p0 = 0.15"
-5.18666666666667,0.00155185299557958,0.15,"p0 = 0.15"
-5.17333333333333,0.0015695407038863,0.15,"p0 = 0.15"
-5.16,0.00158743001313463,0.15,"p0 = 0.15"
-5.14666666666667,0.00160552322113155,0.15,"p0 = 0.15"
-5.13333333333333,0.00162382265187399,0.15,"p0 = 0.15"
-5.12,0.00164233065584731,0.15,"p0 = 0.15"
-5.10666666666667,0.00166104961032725,0.15,"p0 = 0.15"
-5.09333333333333,0.00167998191968526,0.15,"p0 = 0.15"
-5.08,0.00169913001569732,0.15,"p0 = 0.15"
-5.06666666666667,0.00171849635785631,0.15,"p0 = 0.15"
-5.05333333333333,0.00173808343368792,0.15,"p0 = 0.15"
-5.04,0.00175789375907015,0.15,"p0 = 0.15"
-5.02666666666667,0.00177792987855648,0.15,"p0 = 0.15"
-5.01333333333333,0.00179819436570267,0.15,"p0 = 0.15"
-5,0.00181868982339741,0.15,"p0 = 0.15"
-4.98666666666667,0.00183941888419652,0.15,"p0 = 0.15"
-4.97333333333333,0.00186038421066122,0.15,"p0 = 0.15"
-4.96,0.00188158849570003,0.15,"p0 = 0.15"
-4.94666666666667,0.00190303446291473,0.15,"p0 = 0.15"
-4.93333333333333,0.00192472486695014,0.15,"p0 = 0.15"
-4.92,0.00194666249384797,0.15,"p0 = 0.15"
-4.90666666666667,0.00196885016140469,0.15,"p0 = 0.15"
-4.89333333333333,0.00199129071953344,0.15,"p0 = 0.15"
-4.88,0.00201398705063008,0.15,"p0 = 0.15"
-4.86666666666667,0.00203694206994347,0.15,"p0 = 0.15"
-4.85333333333333,0.00206015872594985,0.15,"p0 = 0.15"
-4.84,0.00208364000073164,0.15,"p0 = 0.15"
-4.82666666666667,0.00210738891036042,0.15,"p0 = 0.15"
-4.81333333333333,0.00213140850528433,0.15,"p0 = 0.15"
-4.8,0.00215570187071992,0.15,"p0 = 0.15"
-4.78666666666667,0.00218027212704843,0.15,"p0 = 0.15"
-4.77333333333333,0.00220512243021655,0.15,"p0 = 0.15"
-4.76,0.00223025597214184,0.15,"p0 = 0.15"
-4.74666666666667,0.00225567598112268,0.15,"p0 = 0.15"
-4.73333333333333,0.00228138572225294,0.15,"p0 = 0.15"
-4.72,0.0023073884978414,0.15,"p0 = 0.15"
-4.70666666666667,0.00233368764783587,0.15,"p0 = 0.15"
-4.69333333333333,0.0023602865502522,0.15,"p0 = 0.15"
-4.68,0.00238718862160823,0.15,"p0 = 0.15"
-4.66666666666667,0.00241439731736254,0.15,"p0 = 0.15"
-4.65333333333333,0.00244191613235834,0.15,"p0 = 0.15"
-4.64,0.00246974860127239,0.15,"p0 = 0.15"
-4.62666666666667,0.00249789829906894,0.15,"p0 = 0.15"
-4.61333333333333,0.002526368841459,0.15,"p0 = 0.15"
-4.6,0.00255516388536471,0.15,"p0 = 0.15"
-4.58666666666667,0.00258428712938908,0.15,"p0 = 0.15"
-4.57333333333333,0.00261374231429103,0.15,"p0 = 0.15"
-4.56,0.00264353322346594,0.15,"p0 = 0.15"
-4.54666666666667,0.00267366368343153,0.15,"p0 = 0.15"
-4.53333333333333,0.00270413756431943,0.15,"p0 = 0.15"
-4.52,0.00273495878037222,0.15,"p0 = 0.15"
-4.50666666666667,0.00276613129044627,0.15,"p0 = 0.15"
-4.49333333333333,0.00279765909852015,0.15,"p0 = 0.15"
-4.48,0.00282954625420901,0.15,"p0 = 0.15"
-4.46666666666667,0.00286179685328469,0.15,"p0 = 0.15"
-4.45333333333333,0.00289441503820181,0.15,"p0 = 0.15"
-4.44,0.00292740499862985,0.15,"p0 = 0.15"
-4.42666666666667,0.00296077097199131,0.15,"p0 = 0.15"
-4.41333333333333,0.00299451724400597,0.15,"p0 = 0.15"
-4.4,0.00302864814924139,0.15,"p0 = 0.15"
-4.38666666666667,0.00306316807166965,0.15,"p0 = 0.15"
-4.37333333333333,0.00309808144523048,0.15,"p0 = 0.15"
-4.36,0.00313339275440075,0.15,"p0 = 0.15"
-4.34666666666667,0.00316910653477048,0.15,"p0 = 0.15"
-4.33333333333333,0.00320522737362546,0.15,"p0 = 0.15"
-4.32,0.00324175991053643,0.15,"p0 = 0.15"
-4.30666666666667,0.00327870883795502,0.15,"p0 = 0.15"
-4.29333333333333,0.00331607890181649,0.15,"p0 = 0.15"
-4.28,0.00335387490214931,0.15,"p0 = 0.15"
-4.26666666666667,0.0033921016936917,0.15,"p0 = 0.15"
-4.25333333333333,0.00343076418651522,0.15,"p0 = 0.15"
-4.24,0.00346986734665545,0.15,"p0 = 0.15"
-4.22666666666667,0.00350941619674981,0.15,"p0 = 0.15"
-4.21333333333333,0.00354941581668277,0.15,"p0 = 0.15"
-4.2,0.00358987134423827,0.15,"p0 = 0.15"
-4.18666666666667,0.00363078797575969,0.15,"p0 = 0.15"
-4.17333333333333,0.0036721709668173,0.15,"p0 = 0.15"
-4.16,0.00371402563288328,0.15,"p0 = 0.15"
-4.14666666666667,0.00375635735001452,0.15,"p0 = 0.15"
-4.13333333333333,0.00379917155554309,0.15,"p0 = 0.15"
-4.12,0.0038424737487747,0.15,"p0 = 0.15"
-4.10666666666667,0.00388626949169505,0.15,"p0 = 0.15"
-4.09333333333333,0.0039305644096842,0.15,"p0 = 0.15"
-4.08,0.00397536419223919,0.15,"p0 = 0.15"
-4.06666666666667,0.0040206745937048,0.15,"p0 = 0.15"
-4.05333333333333,0.00406650143401266,0.15,"p0 = 0.15"
-4.04,0.00411285059942883,0.15,"p0 = 0.15"
-4.02666666666667,0.00415972804330982,0.15,"p0 = 0.15"
-4.01333333333333,0.00420713978686732,0.15,"p0 = 0.15"
-4,0.00425509191994158,0.15,"p0 = 0.15"
-3.98666666666667,0.00430359060178361,0.15,"p0 = 0.15"
-3.97333333333333,0.00435264206184634,0.15,"p0 = 0.15"
-3.96,0.00440225260058475,0.15,"p0 = 0.15"
-3.94666666666667,0.00445242859026512,0.15,"p0 = 0.15"
-3.93333333333333,0.00450317647578356,0.15,"p0 = 0.15"
-3.92,0.00455450277549381,0.15,"p0 = 0.15"
-3.90666666666667,0.00460641408204447,0.15,"p0 = 0.15"
-3.89333333333333,0.00465891706322585,0.15,"p0 = 0.15"
-3.88,0.00471201846282638,0.15,"p0 = 0.15"
-3.86666666666667,0.00476572510149884,0.15,"p0 = 0.15"
-3.85333333333333,0.00482004387763643,0.15,"p0 = 0.15"
-3.84,0.00487498176825886,0.15,"p0 = 0.15"
-3.82666666666667,0.0049305458299085,0.15,"p0 = 0.15"
-3.81333333333333,0.00498674319955676,0.15,"p0 = 0.15"
-3.8,0.00504358109552084,0.15,"p0 = 0.15"
-3.78666666666667,0.00510106681839085,0.15,"p0 = 0.15"
-3.77333333333333,0.00515920775196755,0.15,"p0 = 0.15"
-3.76,0.0052180113642108,0.15,"p0 = 0.15"
-3.74666666666667,0.00527748520819874,0.15,"p0 = 0.15"
-3.73333333333333,0.005337636923098,0.15,"p0 = 0.15"
-3.72,0.00539847423514488,0.15,"p0 = 0.15"
-3.70666666666667,0.00546000495863776,0.15,"p0 = 0.15"
-3.69333333333333,0.00552223699694083,0.15,"p0 = 0.15"
-3.68,0.00558517834349924,0.15,"p0 = 0.15"
-3.66666666666667,0.00564883708286582,0.15,"p0 = 0.15"
-3.65333333333333,0.00571322139173949,0.15,"p0 = 0.15"
-3.64,0.00577833954001556,0.15,"p0 = 0.15"
-3.62666666666667,0.00584419989184794,0.15,"p0 = 0.15"
-3.61333333333333,0.00591081090672347,0.15,"p0 = 0.15"
-3.6,0.00597818114054853,0.15,"p0 = 0.15"
-3.58666666666667,0.00604631924674801,0.15,"p0 = 0.15"
-3.57333333333333,0.00611523397737677,0.15,"p0 = 0.15"
-3.56,0.00618493418424386,0.15,"p0 = 0.15"
-3.54666666666667,0.00625542882004944,0.15,"p0 = 0.15"
-3.53333333333333,0.00632672693953477,0.15,"p0 = 0.15"
-3.52,0.00639883770064522,0.15,"p0 = 0.15"
-3.50666666666667,0.00647177036570658,0.15,"p0 = 0.15"
-3.49333333333333,0.00654553430261477,0.15,"p0 = 0.15"
-3.48,0.00662013898603909,0.15,"p0 = 0.15"
-3.46666666666667,0.00669559399863923,0.15,"p0 = 0.15"
-3.45333333333333,0.00677190903229611,0.15,"p0 = 0.15"
-3.44,0.00684909388935674,0.15,"p0 = 0.15"
-3.42666666666667,0.00692715848389332,0.15,"p0 = 0.15"
-3.41333333333333,0.00700611284297666,0.15,"p0 = 0.15"
-3.4,0.00708596710796409,0.15,"p0 = 0.15"
-3.38666666666667,0.00716673153580211,0.15,"p0 = 0.15"
-3.37333333333333,0.00724841650034382,0.15,"p0 = 0.15"
-3.36,0.00733103249368141,0.15,"p0 = 0.15"
-3.34666666666667,0.00741459012749383,0.15,"p0 = 0.15"
-3.33333333333333,0.00749910013440981,0.15,"p0 = 0.15"
-3.32,0.00758457336938644,0.15,"p0 = 0.15"
-3.30666666666667,0.00767102081110339,0.15,"p0 = 0.15"
-3.29333333333333,0.00775845356337315,0.15,"p0 = 0.15"
-3.28,0.00784688285656722,0.15,"p0 = 0.15"
-3.26666666666667,0.00793632004905861,0.15,"p0 = 0.15"
-3.25333333333333,0.00802677662868078,0.15,"p0 = 0.15"
-3.24,0.00811826421420321,0.15,"p0 = 0.15"
-3.22666666666667,0.00821079455682378,0.15,"p0 = 0.15"
-3.21333333333333,0.00830437954167815,0.15,"p0 = 0.15"
-3.2,0.00839903118936638,0.15,"p0 = 0.15"
-3.18666666666667,0.0084947616574969,0.15,"p0 = 0.15"
-3.17333333333333,0.00859158324224812,0.15,"p0 = 0.15"
-3.16,0.00868950837994781,0.15,"p0 = 0.15"
-3.14666666666667,0.00878854964867052,0.15,"p0 = 0.15"
-3.13333333333333,0.00888871976985316,0.15,"p0 = 0.15"
-3.12,0.00899003160992899,0.15,"p0 = 0.15"
-3.10666666666667,0.00909249818198033,0.15,"p0 = 0.15"
-3.09333333333333,0.00919613264740998,0.15,"p0 = 0.15"
-3.08,0.00930094831763174,0.15,"p0 = 0.15"
-3.06666666666667,0.00940695865578025,0.15,"p0 = 0.15"
-3.05333333333333,0.00951417727844026,0.15,"p0 = 0.15"
-3.04,0.00962261795739557,0.15,"p0 = 0.15"
-3.02666666666667,0.00973229462139808,0.15,"p0 = 0.15"
-3.01333333333333,0.00984322135795671,0.15,"p0 = 0.15"
-3,0.00995541241514703,0.15,"p0 = 0.15"
-2.98666666666667,0.0100688822034413,0.15,"p0 = 0.15"
-2.97333333333333,0.0101836452975595,0.15,"p0 = 0.15"
-2.96,0.0102997164383411,0.15,"p0 = 0.15"
-2.94666666666667,0.0104171105346391,0.15,"p0 = 0.15"
-2.93333333333333,0.0105358426652342,0.15,"p0 = 0.15"
-2.92,0.0106559280807723,0.15,"p0 = 0.15"
-2.90666666666667,0.0107773822057229,0.15,"p0 = 0.15"
-2.89333333333333,0.0109002206403606,0.15,"p0 = 0.15"
-2.88,0.0110244591627689,0.15,"p0 = 0.15"
-2.86666666666667,0.0111501137308664,0.15,"p0 = 0.15"
-2.85333333333333,0.0112772004844572,0.15,"p0 = 0.15"
-2.84,0.0114057357473034,0.15,"p0 = 0.15"
-2.82666666666667,0.0115357360292222,0.15,"p0 = 0.15"
-2.81333333333333,0.0116672180282063,0.15,"p0 = 0.15"
-2.8,0.0118001986325688,0.15,"p0 = 0.15"
-2.78666666666667,0.0119346949231123,0.15,"p0 = 0.15"
-2.77333333333333,0.012070724175323,0.15,"p0 = 0.15"
-2.76,0.0122083038615898,0.15,"p0 = 0.15"
-2.74666666666667,0.0123474516534482,0.15,"p0 = 0.15"
-2.73333333333333,0.0124881854238502,0.15,"p0 = 0.15"
-2.72,0.0126305232494603,0.15,"p0 = 0.15"
-2.70666666666667,0.0127744834129771,0.15,"p0 = 0.15"
-2.69333333333333,0.0129200844054818,0.15,"p0 = 0.15"
-2.68,0.0130673449288132,0.15,"p0 = 0.15"
-2.66666666666667,0.0132162838979698,0.15,"p0 = 0.15"
-2.65333333333333,0.0133669204435395,0.15,"p0 = 0.15"
-2.64,0.0135192739141569,0.15,"p0 = 0.15"
-2.62666666666667,0.0136733638789883,0.15,"p0 = 0.15"
-2.61333333333333,0.0138292101302454,0.15,"p0 = 0.15"
-2.6,0.0139868326857277,0.15,"p0 = 0.15"
-2.58666666666667,0.0141462517913935,0.15,"p0 = 0.15"
-2.57333333333333,0.0143074879239604,0.15,"p0 = 0.15"
-2.56,0.0144705617935356,0.15,"p0 = 0.15"
-2.54666666666667,0.0146354943462758,0.15,"p0 = 0.15"
-2.53333333333333,0.0148023067670779,0.15,"p0 = 0.15"
-2.52,0.0149710204822999,0.15,"p0 = 0.15"
-2.50666666666667,0.0151416571625133,0.15,"p0 = 0.15"
-2.49333333333333,0.0153142387252862,0.15,"p0 = 0.15"
-2.48,0.0154887873379989,0.15,"p0 = 0.15"
-2.46666666666667,0.0156653254206909,0.15,"p0 = 0.15"
-2.45333333333333,0.0158438756489408,0.15,"p0 = 0.15"
-2.44,0.016024460956779,0.15,"p0 = 0.15"
-2.42666666666667,0.0162071045396334,0.15,"p0 = 0.15"
-2.41333333333333,0.0163918298573086,0.15,"p0 = 0.15"
-2.4,0.0165786606369993,0.15,"p0 = 0.15"
-2.38666666666667,0.0167676208763381,0.15,"p0 = 0.15"
-2.37333333333333,0.0169587348464778,0.15,"p0 = 0.15"
-2.36,0.0171520270952089,0.15,"p0 = 0.15"
-2.34666666666667,0.0173475224501125,0.15,"p0 = 0.15"
-2.33333333333333,0.0175452460217497,0.15,"p0 = 0.15"
-2.32,0.0177452232068867,0.15,"p0 = 0.15"
-2.30666666666667,0.0179474796917568,0.15,"p0 = 0.15"
-2.29333333333333,0.01815204145536,0.15,"p0 = 0.15"
-2.28,0.0183589347727995,0.15,"p0 = 0.15"
-2.26666666666667,0.0185681862186571,0.15,"p0 = 0.15"
-2.25333333333333,0.0187798226704061,0.15,"p0 = 0.15"
-2.24,0.018993871311864,0.15,"p0 = 0.15"
-2.22666666666667,0.0192103596366838,0.15,"p0 = 0.15"
-2.21333333333333,0.0194293154518859,0.15,"p0 = 0.15"
-2.2,0.0196507668814293,0.15,"p0 = 0.15"
-2.18666666666667,0.0198747423698242,0.15,"p0 = 0.15"
-2.17333333333333,0.0201012706857859,0.15,"p0 = 0.15"
-2.16,0.0203303809259294,0.15,"p0 = 0.15"
-2.14666666666667,0.0205621025185073,0.15,"p0 = 0.15"
-2.13333333333333,0.0207964652271893,0.15,"p0 = 0.15"
