"x","cdf","gamma","gamma_label","p0"
2.2,0.757934319371655,-1.01769180900079,"gamma = -1.018",0.6
2.21333333333333,0.758670040303468,-1.01769180900079,"gamma = -1.018",0.6
2.22666666666667,0.759403525126104,-1.01769180900079,"gamma = -1.018",0.6
2.24,0.760134780635871,-1.01769180900079,"gamma = -1.018",0.6
2.25333333333333,0.760863813608417,-1.01769180900079,"gamma = -1.018",0.6
2.26666666666667,0.761590630798798,-1.01769180900079,"gamma = -1.018",0.6
2.28,0.762315238941539,-1.01769180900079,"gamma = -1.018",0.6
2.29333333333333,0.763037644750696,-1.01769180900079,"gamma = -1.018",0.6
2.30666666666667,0.763757854919919,-1.01769180900079,"gamma = -1.018",0.6
2.32,0.764475876122514,-1.01769180900079,"gamma = -1.018",0.6
2.33333333333333,0.765191715011503,-1.01769180900079,"gamma = -1.018",0.6
2.34666666666667,0.765905378219689,-1.01769180900079,"gamma = -1.018",0.6
2.36,0.766616872359715,-1.01769180900079,"gamma = -1.018",0.6
2.37333333333333,0.767326204024125,-1.01769180900079,"gamma = -1.018",0.6
2.38666666666667,0.768033379785428,-1.01769180900079,"gamma = -1.018",0.6
2.4,0.768738406196155,-1.01769180900079,"gamma = -1.018",0.6
2.41333333333333,0.769441289788922,-1.01769180900079,"gamma = -1.018",0.6
2.42666666666667,0.770142037076491,-1.01769180900079,"gamma = -1.018",0.6
2.44,0.770840654551829,-1.01769180900079,"gamma = -1.018",0.6
2.45333333333333,0.771537148688168,-1.01769180900079,"gamma = -1.018",0.6
2.46666666666667,0.772231525939067,-1.01769180900079,"gamma = -1.018",0.6
2.48,0.772923792738468,-1.01769180900079,"gamma = -1.018",0.6
2.49333333333333,0.773613955500761,-1.01769180900079,"gamma = -1.018",0.6
2.50666666666667,0.774302020620839,-1.01769180900079,"gamma = -1.018",0.6
2.52,0.774987994474158,-1.01769180900079,"gamma = -1.018",0.6
2.53333333333333,0.775671883416798,-1.01769180900079,"gamma = -1.018",0.6
2.54666666666667,0.776353693785521,-1.01769180900079,"gamma = -1.018",0.6
2.56,0.777033431897827,-1.01769180900079,"gamma = -1.018",0.6
2.57333333333333,0.777711104052018,-1.01769180900079,"gamma = -1.018",0.6
2.58666666666667,0.778386716527251,-1.01769180900079,"gamma = -1.018",0.6
2.6,0.7790602755836,-1.01769180900079,"gamma = -1.018",0.6
2.61333333333333,0.779731787462112,-1.01769180900079,"gamma = -1.018",0.6
2.62666666666667,0.780401258384864,-1.01769180900079,"gamma = -1.018",0.6
2.64,0.781068694555025,-1.01769180900079,"gamma = -1.018",0.6
2.65333333333333,0.781734102156907,-1.01769180900079,"gamma = -1.018",0.6
2.66666666666667,0.782397487356028,-1.01769180900079,"gamma = -1.018",0.6
2.68,0.783058856299165,-1.01769180900079,"gamma = -1.018",0.6
2.69333333333333,0.783718215114416,-1.01769180900079,"gamma = -1.018",0.6
2.70666666666667,0.78437556991125,-1.01769180900079,"gamma = -1.018",0.6
2.72,0.78503092678057,-1.01769180900079,"gamma = -1.018",0.6
2.73333333333333,0.785684291794765,-1.01769180900079,"gamma = -1.018",0.6
2.74666666666667,0.786335671007768,-1.01769180900079,"gamma = -1.018",0.6
2.76,0.786985070455113,-1.01769180900079,"gamma = -1.018",0.6
2.77333333333333,0.787632496153988,-1.01769180900079,"gamma = -1.018",0.6
2.78666666666667,0.788277954103296,-1.01769180900079,"gamma = -1.018",0.6
2.8,0.788921450283705,-1.01769180900079,"gamma = -1.018",0.6
2.81333333333333,0.789562990657704,-1.01769180900079,"gamma = -1.018",0.6
2.82666666666667,0.790202581169665,-1.01769180900079,"gamma = -1.018",0.6
2.84,0.790840227745887,-1.01769180900079,"gamma = -1.018",0.6
2.85333333333333,0.791475936294662,-1.01769180900079,"gamma = -1.018",0.6
2.86666666666667,0.792109712706321,-1.01769180900079,"gamma = -1.018",0.6
2.88,0.792741562853295,-1.01769180900079,"gamma = -1.018",0.6
2.89333333333333,0.793371492590165,-1.01769180900079,"gamma = -1.018",0.6
2.90666666666667,0.793999507753719,-1.01769180900079,"gamma = -1.018",0.6
2.92,0.794625614163003,-1.01769180900079,"gamma = -1.018",0.6
2.93333333333333,0.79524981761938,-1.01769180900079,"gamma = -1.018",0.6
2.94666666666667,0.795872123906577,-1.01769180900079,"gamma = -1.018",0.6
2.96,0.796492538790746,-1.01769180900079,"gamma = -1.018",0.6
2.97333333333333,0.797111068020511,-1.01769180900079,"gamma = -1.018",0.6
2.98666666666667,0.797727717327025,-1.01769180900079,"gamma = -1.018",0.6
3,0.798342492424022,-1.01769180900079,"gamma = -1.018",0.6
3.01333333333333,0.79895539900787,-1.01769180900079,"gamma = -1.018",0.6
3.02666666666667,0.799566442757623,-1.01769180900079,"gamma = -1.018",0.6
3.04,0.800175629335076,-1.01769180900079,"gamma = -1.018",0.6
3.05333333333333,0.800782964384814,-1.01769180900079,"gamma = -1.018",0.6
3.06666666666667,0.801388453534268,-1.01769180900079,"gamma = -1.018",0.6
3.08,0.801992102393764,-1.01769180900079,"gamma = -1.018",0.6
3.09333333333333,0.802593916556577,-1.01769180900079,"gamma = -1.018",0.6
3.10666666666667,0.803193901598981,-1.01769180900079,"gamma = -1.018",0.6
3.12,0.803792063080303,-1.01769180900079,"gamma = -1.018",0.6
3.13333333333333,0.804388406542973,-1.01769180900079,"gamma = -1.018",0.6
3.14666666666667,0.804982937512576,-1.01769180900079,"gamma = -1.018",0.6
3.16,0.805575661497901,-1.01769180900079,"gamma = -1.018",0.6
3.17333333333333,0.806166583990996,-1.01769180900079,"gamma = -1.018",0.6
3.18666666666667,0.806755710467217,-1.01769180900079,"gamma = -1.018",0.6
3.2,0.807343046385276,-1.01769180900079,"gamma = -1.018",0.6
3.21333333333333,0.807928597187296,-1.01769180900079,"gamma = -1.018",0.6
3.22666666666667,0.80851236829886,-1.01769180900079,"gamma = -1.018",0.6
3.24,0.809094365129059,-1.01769180900079,"gamma = -1.018",0.6
3.25333333333333,0.809674593070545,-1.01769180900079,"gamma = -1.018",0.6
3.26666666666667,0.81025305749958,-1.01769180900079,"gamma = -1.018",0.6
3.28,0.810829763776085,-1.01769180900079,"gamma = -1.018",0.6
3.29333333333333,0.811404717243692,-1.01769180900079,"gamma = -1.018",0.6
3.30666666666667,0.811977923229789,-1.01769180900079,"gamma = -1.018",0.6
3.32,0.812549387045575,-1.01769180900079,"gamma = -1.018",0.6
3.33333333333333,0.813119113986104,-1.01769180900079,"gamma = -1.018",0.6
3.34666666666667,0.813687109330339,-1.01769180900079,"gamma = -1.018",0.6
3.36,0.814253378341197,-1.01769180900079,"gamma = -1.018",0.6
3.37333333333333,0.8148179262656,-1.01769180900079,"gamma = -1.018",0.6
3.38666666666667,0.81538075833452,-1.01769180900079,"gamma = -1.018",0.6
3.4,0.815941879763035,-1.01769180900079,"gamma = -1.018",0.6
3.41333333333333,0.816501295750369,-1.01769180900079,"gamma = -1.018",0.6
3.42666666666667,0.817059011479945,-1.01769180900079,"gamma = -1.018",0.6
3.44,0.817615032119431,-1.01769180900079,"gamma = -1.018",0.6
3.45333333333333,0.81816936282079,-1.01769180900079,"gamma = -1.018",0.6
3.46666666666667,0.818722008720325,-1.01769180900079,"gamma = -1.018",0.6
3.48,0.819272974938729,-1.01769180900079,"gamma = -1.018",0.6
3.49333333333333,0.819822266581132,-1.01769180900079,"gamma = -1.018",0.6
3.50666666666667,0.820369888737146,-1.01769180900079,"gamma = -1.018",0.6
3.52,0.820915846480916,-1.01769180900079,"gamma = -1.018",0.6
3.53333333333333,0.821460144871162,-1.01769180900079,"gamma = -1.018",0.6
3.54666666666667,0.822002788951231,-1.01769180900079,"gamma = -1.018",0.6
3.56,0.822543783749142,-1.01769180900079,"gamma = -1.018",0.6
3.57333333333333,0.823083134277631,-1.01769180900079,"gamma = -1.018",0.6
3.58666666666667,0.823620845534199,-1.01769180900079,"gamma = -1.018",0.6
3.6,0.824156922501157,-1.01769180900079,"gamma = -1.018",0.6
3.61333333333333,0.824691370145673,-1.01769180900079,"gamma = -1.018",0.6
3.62666666666667,0.825224193419821,-1.01769180900079,"gamma = -1.018",0.6
3.64,0.82575539726062,-1.01769180900079,"gamma = -1.018",0.6
3.65333333333333,0.826284986590086,-1.01769180900079,"gamma = -1.018",0.6
3.66666666666667,0.826812966315274,-1.01769180900079,"gamma = -1.018",0.6
3.68,0.827339341328327,-1.01769180900079,"gamma = -1.018",0.6
3.69333333333333,0.827864116506516,-1.01769180900079,"gamma = -1.018",0.6
3.70666666666667,0.82838729671229,-1.01769180900079,"gamma = -1.018",0.6
3.72,0.828908886793321,-1.01769180900079,"gamma = -1.018",0.6
3.73333333333333,0.829428891582544,-1.01769180900079,"gamma = -1.018",0.6
3.74666666666667,0.829947315898206,-1.01769180900079,"gamma = -1.018",0.6
3.76,0.830464164543911,-1.01769180900079,"gamma = -1.018",0.6
3.77333333333333,0.830979442308663,-1.01769180900079,"gamma = -1.018",0.6
3.78666666666667,0.831493153966909,-1.01769180900079,"gamma = -1.018",0.6
3.8,0.832005304278587,-1.01769180900079,"gamma = -1.018",0.6
3.81333333333333,0.832515897989165,-1.01769180900079,"gamma = -1.018",0.6
3.82666666666667,0.833024939829691,-1.01769180900079,"gamma = -1.018",0.6
3.84,0.833532434516831,-1.01769180900079,"gamma = -1.018",0.6
3.85333333333333,0.834038386752918,-1.01769180900079,"gamma = -1.018",0.6
3.86666666666667,0.83454280122599,-1.01769180900079,"gamma = -1.018",0.6
3.88,0.835045682609841,-1.01769180900079,"gamma = -1.018",0.6
3.89333333333333,0.835547035564054,-1.01769180900079,"gamma = -1.018",0.6
3.90666666666667,0.836046864734055,-1.01769180900079,"gamma = -1.018",0.6
3.92,0.836545174751147,-1.01769180900079,"gamma = -1.018",0.6
3.93333333333333,0.83704197023256,-1.01769180900079,"gamma = -1.018",0.6
3.94666666666667,0.837537255781488,-1.01769180900079,"gamma = -1.018",0.6
3.96,0.838031035987137,-1.01769180900079,"gamma = -1.018",0.6
3.97333333333333,0.838523315424763,-1.01769180900079,"gamma = -1.018",0.6
3.98666666666667,0.839014098655716,-1.01769180900079,"gamma = -1.018",0.6
4,0.839503390227483,-1.01769180900079,"gamma = -1.018",0.6
4.01333333333333,0.839991194673731,-1.01769180900079,"gamma = -1.018",0.6
4.02666666666667,0.840477516514346,-1.01769180900079,"gamma = -1.018",0.6
4.04,0.840962360255476,-1.01769180900079,"gamma = -1.018",0.6
4.05333333333333,0.841445730389575,-1.01769180900079,"gamma = -1.018",0.6
4.06666666666667,0.841927631395441,-1.01769180900079,"gamma = -1.018",0.6
4.08,0.842408067738262,-1.01769180900079,"gamma = -1.018",0.6
4.09333333333333,0.842887043869652,-1.01769180900079,"gamma = -1.018",0.6
4.10666666666667,0.843364564227697,-1.01769180900079,"gamma = -1.018",0.6
4.12,0.843840633236992,-1.01769180900079,"gamma = -1.018",0.6
4.13333333333333,0.844315255308687,-1.01769180900079,"gamma = -1.018",0.6
4.14666666666667,0.844788434840523,-1.01769180900079,"gamma = -1.018",0.6
4.16,0.845260176216875,-1.01769180900079,"gamma = -1.018",0.6
4.17333333333333,0.845730483808792,-1.01769180900079,"gamma = -1.018",0.6
4.18666666666667,0.84619936197404,-1.01769180900079,"gamma = -1.018",0.6
4.2,0.846666815057137,-1.01769180900079,"gamma = -1.018",0.6
4.21333333333333,0.847132847389399,-1.01769180900079,"gamma = -1.018",0.6
4.22666666666667,0.847597463288977,-1.01769180900079,"gamma = -1.018",0.6
4.24,0.848060667060898,-1.01769180900079,"gamma = -1.018",0.6
4.25333333333333,0.848522462997103,-1.01769180900079,"gamma = -1.018",0.6
4.26666666666667,0.84898285537649,-1.01769180900079,"gamma = -1.018",0.6
4.28,0.849441848464951,-1.01769180900079,"gamma = -1.018",0.6
4.29333333333333,0.849899446515413,-1.01769180900079,"gamma = -1.018",0.6
4.30666666666667,0.850355653767876,-1.01769180900079,"gamma = -1.018",0.6
4.32,0.850810474449456,-1.01769180900079,"gamma = -1.018",0.6
4.33333333333333,0.851263912774417,-1.01769180900079,"gamma = -1.018",0.6
4.34666666666667,0.851715972944217,-1.01769180900079,"gamma = -1.018",0.6
4.36,0.852166659147545,-1.01769180900079,"gamma = -1.018",0.6
4.37333333333333,0.852615975560357,-1.01769180900079,"gamma = -1.018",0.6
4.38666666666667,0.853063926345918,-1.01769180900079,"gamma = -1.018",0.6
4.4,0.853510515654841,-1.01769180900079,"gamma = -1.018",0.6
4.41333333333333,0.85395574762512,-1.01769180900079,"gamma = -1.018",0.6
4.42666666666667,0.854399626382175,-1.01769180900079,"gamma = -1.018",0.6
4.44,0.854842156038887,-1.01769180900079,"gamma = -1.018",0.6
4.45333333333333,0.855283340695637,-1.01769180900079,"gamma = -1.018",0.6
4.46666666666667,0.855723184440342,-1.01769180900079,"gamma = -1.018",0.6
4.48,0.856161691348496,-1.01769180900079,"gamma = -1.018",0.6
4.49333333333333,0.856598865483204,-1.01769180900079,"gamma = -1.018",0.6
4.50666666666667,0.857034710895225,-1.01769180900079,"gamma = -1.018",0.6
4.52,0.857469231623004,-1.01769180900079,"gamma = -1.018",0.6
4.53333333333333,0.857902431692713,-1.01769180900079,"gamma = -1.018",0.6
4.54666666666667,0.858334315118285,-1.01769180900079,"gamma = -1.018",0.6
4.56,0.858764885901456,-1.01769180900079,"gamma = -1.018",0.6
4.57333333333333,0.859194148031798,-1.01769180900079,"gamma = -1.018",0.6
4.58666666666667,0.859622105486757,-1.01769180900079,"gamma = -1.018",0.6
4.6,0.860048762231691,-1.01769180900079,"gamma = -1.018",0.6
4.61333333333333,0.860474122219905,-1.01769180900079,"gamma = -1.018",0.6
4.62666666666667,0.86089818939269,-1.01769180900079,"gamma = -1.018",0.6
4.64,0.861320967679356,-1.01769180900079,"gamma = -1.018",0.6
4.65333333333333,0.861742460997273,-1.01769180900079,"gamma = -1.018",0.6
4.66666666666667,0.862162673251902,-1.01769180900079,"gamma = -1.018",0.6
4.68,0.862581608336836,-1.01769180900079,"gamma = -1.018",0.6
4.69333333333333,0.862999270133833,-1.01769180900079,"gamma = -1.018",0.6
4.70666666666667,0.863415662512853,-1.01769180900079,"gamma = -1.018",0.6
4.72,0.863830789332096,-1.01769180900079,"gamma = -1.018",0.6
4.73333333333333,0.864244654438032,-1.01769180900079,"gamma = -1.018",0.6
4.74666666666667,0.864657261665442,-1.01769180900079,"gamma = -1.018",0.6
4.76,0.865068614837453,-1.01769180900079,"gamma = -1.018",0.6
4.77333333333333,0.865478717765571,-1.01769180900079,"gamma = -1.018",0.6
4.78666666666667,0.865887574249717,-1.01769180900079,"gamma = -1.018",0.6
4.8,0.866295188078263,-1.01769180900079,"gamma = -1.018",0.6
4.81333333333333,0.866701563028068,-1.01769180900079,"gamma = -1.018",0.6
4.82666666666667,0.867106702864511,-1.01769180900079,"gamma = -1.018",0.6
4.84,0.867510611341525,-1.01769180900079,"gamma = -1.018",0.6
4.85333333333333,0.867913292201637,-1.01769180900079,"gamma = -1.018",0.6
4.86666666666667,0.868314749175997,-1.01769180900079,"gamma = -1.018",0.6
4.88,0.868714985984415,-1.01769180900079,"gamma = -1.018",0.6
4.89333333333333,0.869114006335395,-1.01769180900079,"gamma = -1.018",0.6
4.90666666666667,0.86951181392617,-1.01769180900079,"gamma = -1.018",0.6
4.92,0.869908412442736,-1.01769180900079,"gamma = -1.018",0.6
4.93333333333333,0.870303805559885,-1.01769180900079,"gamma = -1.018",0.6
4.94666666666667,0.870697996941242,-1.01769180900079,"gamma = -1.018",0.6
4.96,0.871090990239295,-1.01769180900079,"gamma = -1.018",0.6
4.97333333333333,0.871482789095431,-1.01769180900079,"gamma = -1.018",0.6
4.98666666666667,0.871873397139972,-1.01769180900079,"gamma = -1.018",0.6
5,0.872262817992203,-1.01769180900079,"gamma = -1.018",0.6
5.01333333333333,0.87265105526041,-1.01769180900079,"gamma = -1.018",0.6
5.02666666666667,0.873038112541912,-1.01769180900079,"gamma = -1.018",0.6
5.04,0.873423993423097,-1.01769180900079,"gamma = -1.018",0.6
5.05333333333333,0.873808701479448,-1.01769180900079,"gamma = -1.018",0.6
5.06666666666667,0.874192240275584,-1.01769180900079,"gamma = -1.018",0.6
5.08,0.87457461336529,-1.01769180900079,"gamma = -1.018",0.6
5.09333333333333,0.874955824291549,-1.01769180900079,"gamma = -1.018",0.6
5.10666666666667,0.875335876586575,-1.01769180900079,"gamma = -1.018",0.6
5.12,0.875714773771848,-1.01769180900079,"gamma = -1.018",0.6
5.13333333333333,0.876092519358144,-1.01769180900079,"gamma = -1.018",0.6
5.14666666666667,0.876469116845568,-1.01769180900079,"gamma = -1.018",0.6
5.16,0.876844569723589,-1.01769180900079,"gamma = -1.018",0.6
5.17333333333333,0.877218881471068,-1.01769180900079,"gamma = -1.018",0.6
5.18666666666667,0.877592055556293,-1.01769180900079,"gamma = -1.018",0.6
5.2,0.877964095437013,-1.01769180900079,"gamma = -1.018",0.6
5.21333333333333,0.878335004560465,-1.01769180900079,"gamma = -1.018",0.6
5.22666666666667,0.878704786363409,-1.01769180900079,"gamma = -1.018",0.6
5.24,0.879073444272161,-1.01769180900079,"gamma = -1.018",0.6
5.25333333333333,0.879440981702622,-1.01769180900079,"gamma = -1.018",0.6
5.26666666666667,0.879807402060311,-1.01769180900079,"gamma = -1.018",0.6
5.28,0.880172708740397,-1.01769180900079,"gamma = -1.018",0.6
5.29333333333333,0.88053690512773,-1.01769180900079,"gamma = -1.018",0.6
5.30666666666667,0.880899994596871,-1.01769180900079,"gamma = -1.018",0.6
5.32,0.881261980512126,-1.01769180900079,"gamma = -1.018",0.6
5.33333333333333,0.881622866227574,-1.01769180900079,"gamma = -1.018",0.6
5.34666666666667,0.881982655087103,-1.01769180900079,"gamma = -1.018",0.6
5.36,0.882341350424434,-1.01769180900079,"gamma = -1.018",0.6
5.37333333333333,0.882698955563159,-1.01769180900079,"gamma = -1.018",0.6
5.38666666666667,0.883055473816765,-1.01769180900079,"gamma = -1.018",0.6
5.4,0.883410908488671,-1.01769180900079,"gamma = -1.018",0.6
5.41333333333333,0.883765262872255,-1.01769180900079,"gamma = -1.018",0.6
5.42666666666667,0.884118540250884,-1.01769180900079,"gamma = -1.018",0.6
5.44,0.884470743897948,-1.01769180900079,"gamma = -1.018",0.6
5.45333333333333,0.884821877076887,-1.01769180900079,"gamma = -1.018",0.6
5.46666666666667,0.885171943041221,-1.01769180900079,"gamma = -1.018",0.6
5.48,0.885520945034583,-1.01769180900079,"gamma = -1.018",0.6
5.49333333333333,0.885868886290748,-1.01769180900079,"gamma = -1.018",0.6
5.50666666666667,0.88621577003366,-1.01769180900079,"gamma = -1.018",0.6
5.52,0.886561599477467,-1.01769180900079,"gamma = -1.018",0.6
5.53333333333333,0.886906377826545,-1.01769180900079,"gamma = -1.018",0.6
5.54666666666667,0.887250108275536,-1.01769180900079,"gamma = -1.018",0.6
5.56,0.887592794009366,-1.01769180900079,"gamma = -1.018",0.6
5.57333333333333,0.887934438203285,-1.01769180900079,"gamma = -1.018",0.6
5.58666666666667,0.888275044022892,-1.01769180900079,"gamma = -1.018",0.6
5.6,0.888614614624164,-1.01769180900079,"gamma = -1.018",0.6
5.61333333333334,0.888953153153484,-1.01769180900079,"gamma = -1.018",0.6
5.62666666666667,0.889290662747676,-1.01769180900079,"gamma = -1.018",0.6
5.64,0.889627146534028,-1.01769180900079,"gamma = -1.018",0.6
5.65333333333333,0.889962607630322,-1.01769180900079,"gamma = -1.018",0.6
5.66666666666667,0.890297049144866,-1.01769180900079,"gamma = -1.018",0.6
5.68,0.890630474176519,-1.01769180900079,"gamma = -1.018",0.6
5.69333333333333,0.890962885814723,-1.01769180900079,"gamma = -1.018",0.6
5.70666666666667,0.89129428713953,-1.01769180900079,"gamma = -1.018",0.6
5.72,0.89162468122163,-1.01769180900079,"gamma = -1.018",0.6
5.73333333333333,0.891954071122379,-1.01769180900079,"gamma = -1.018",0.6
5.74666666666667,0.892282459893832,-1.01769180900079,"gamma = -1.018",0.6
5.76,0.892609850578764,-1.01769180900079,"gamma = -1.018",0.6
5.77333333333333,0.892936246210703,-1.01769180900079,"gamma = -1.018",0.6
5.78666666666667,0.89326164981396,-1.01769180900079,"gamma = -1.018",0.6
5.8,0.893586064403649,-1.01769180900079,"gamma = -1.018",0.6
5.81333333333333,0.893909492985725,-1.01769180900079,"gamma = -1.018",0.6
5.82666666666667,0.894231938557003,-1.01769180900079,"gamma = -1.018",0.6
5.84,0.894553404105191,-1.01769180900079,"gamma = -1.018",0.6
5.85333333333333,0.894873892608918,-1.01769180900079,"gamma = -1.018",0.6
5.86666666666667,0.895193407037757,-1.01769180900079,"gamma = -1.018",0.6
5.88,0.895511950352258,-1.01769180900079,"gamma = -1.018",0.6
5.89333333333333,0.895829525503971,-1.01769180900079,"gamma = -1.018",0.6
5.90666666666667,0.896146135435476,-1.01769180900079,"gamma = -1.018",0.6
5.92,0.89646178308041,-1.01769180900079,"gamma = -1.018",0.6
5.93333333333333,0.896776471363493,-1.01769180900079,"gamma = -1.018",0.6
5.94666666666667,0.897090203200556,-1.01769180900079,"gamma = -1.018",0.6
5.96,0.897402981498567,-1.01769180900079,"gamma = -1.018",0.6
5.97333333333333,0.89771480915566,-1.01769180900079,"gamma = -1.018",0.6
5.98666666666667,0.898025689061161,-1.01769180900079,"gamma = -1.018",0.6
6,0.898335624095611,-1.01769180900079,"gamma = -1.018",0.6
6.01333333333333,0.8986446171308,-1.01769180900079,"gamma = -1.018",0.6
6.02666666666667,0.898952671029788,-1.01769180900079,"gamma = -1.018",0.6
6.04,0.899259788646933,-1.01769180900079,"gamma = -1.018",0.6
6.05333333333333,0.899565972827917,-1.01769180900079,"gamma = -1.018",0.6
6.06666666666667,0.899871226409775,-1.01769180900079,"gamma = -1.018",0.6
6.08,0.900175552220918,-1.01769180900079,"gamma = -1.018",0.6
6.09333333333333,0.90047895308116,-1.01769180900079,"gamma = -1.018",0.6
6.10666666666667,0.900781431801745,-1.01769180900079,"gamma = -1.018",0.6
6.12,0.901082991185373,-1.01769180900079,"gamma = -1.018",0.6
6.13333333333333,0.901383634026226,-1.01769180900079,"gamma = -1.018",0.6
6.14666666666667,0.901683363109993,-1.01769180900079,"gamma = -1.018",0.6
6.16,0.901982181213896,-1.01769180900079,"gamma = -1.018",0.6
6.17333333333333,0.902280091106717,-1.01769180900079,"gamma = -1.018",0.6
6.18666666666667,0.902577095548821,-1.01769180900079,"gamma = -1.018",0.6
6.2,0.902873197292185,-1.01769180900079,"gamma = -1.018",0.6
6.21333333333333,0.903168399080421,-1.01769180900079,"gamma = -1.018",0.6
6.22666666666667,0.903462703648803,-1.01769180900079,"gamma = -1.018",0.6
6.24,0.903756113724291,-1.01769180900079,"gamma = -1.018",0.6
6.25333333333333,0.904048632025556,-1.01769180900079,"gamma = -1.018",0.6
6.26666666666667,0.904340261263007,-1.01769180900079,"gamma = -1.018",0.6
6.28,0.904631004138816,-1.01769180900079,"gamma = -1.018",0.6
6.29333333333333,0.90492086334694,-1.01769180900079,"gamma = -1.018",0.6
6.30666666666667,0.90520984157315,-1.01769180900079,"gamma = -1.018",0.6
6.32,0.905497941495053,-1.01769180900079,"gamma = -1.018",0.6
6.33333333333333,0.905785165782118,-1.01769180900079,"gamma = -1.018",0.6
6.34666666666667,0.906071517095701,-1.01769180900079,"gamma = -1.018",0.6
6.36,0.906356998089069,-1.01769180900079,"gamma = -1.018",0.6
6.37333333333333,0.906641611407425,-1.01769180900079,"gamma = -1.018",0.6
6.38666666666667,0.906925359687931,-1.01769180900079,"gamma = -1.018",0.6
6.4,0.907208245559735,-1.01769180900079,"gamma = -1.018",0.6
6.41333333333333,0.907490271643995,-1.01769180900079,"gamma = -1.018",0.6
6.42666666666667,0.9077714405539,-1.01769180900079,"gamma = -1.018",0.6
6.44,0.908051754894699,-1.01769180900079,"gamma = -1.018",0.6
6.45333333333333,0.908331217263721,-1.01769180900079,"gamma = -1.018",0.6
6.46666666666667,0.908609830250402,-1.01769180900079,"gamma = -1.018",0.6
6.48,0.908887596436307,-1.01769180900079,"gamma = -1.018",0.6
6.49333333333333,0.909164518395155,-1.01769180900079,"gamma = -1.018",0.6
6.50666666666667,0.909440598692843,-1.01769180900079,"gamma = -1.018",0.6
6.52,0.909715839887469,-1.01769180900079,"gamma = -1.018",0.6
6.53333333333333,0.909990244529356,-1.01769180900079,"gamma = -1.018",0.6
6.54666666666667,0.910263815161075,-1.01769180900079,"gamma = -1.018",0.6
6.56,0.910536554317471,-1.01769180900079,"gamma = -1.018",0.6
6.57333333333333,0.910808464525683,-1.01769180900079,"gamma = -1.018",0.6
6.58666666666667,0.91107954830517,-1.01769180900079,"gamma = -1.018",0.6
6.6,0.911349808167734,-1.01769180900079,"gamma = -1.018",0.6
6.61333333333334,0.911619246617542,-1.01769180900079,"gamma = -1.018",0.6
6.62666666666667,0.91188786615115,-1.01769180900079,"gamma = -1.018",0.6
6.64,0.912155669257525,-1.01769180900079,"gamma = -1.018",0.6
6.65333333333333,0.912422658418073,-1.01769180900079,"gamma = -1.018",0.6
6.66666666666667,0.912688836106653,-1.01769180900079,"gamma = -1.018",0.6
6.68,0.912954204789609,-1.01769180900079,"gamma = -1.018",0.6
6.69333333333334,0.913218766925788,-1.01769180900079,"gamma = -1.018",0.6
6.70666666666667,0.913482524966562,-1.01769180900079,"gamma = -1.018",0.6
6.72,0.913745481355854,-1.01769180900079,"gamma = -1.018",0.6
6.73333333333333,0.91400763853016,-1.01769180900079,"gamma = -1.018",0.6
6.74666666666667,0.914268998918568,-1.01769180900079,"gamma = -1.018",0.6
6.76,0.914529564942785,-1.01769180900079,"gamma = -1.018",0.6
6.77333333333333,0.914789339017158,-1.01769180900079,"gamma = -1.018",0.6
6.78666666666667,0.915048323548695,-1.01769180900079,"gamma = -1.018",0.6
6.8,0.915306520937088,-1.01769180900079,"gamma = -1.018",0.6
6.81333333333333,0.915563933574735,-1.01769180900079,"gamma = -1.018",0.6
6.82666666666667,0.915820563846766,-1.01769180900079,"gamma = -1.018",0.6
6.84,0.916076414131058,-1.01769180900079,"gamma = -1.018",0.6
6.85333333333333,0.916331486798262,-1.01769180900079,"gamma = -1.018",0.6
6.86666666666667,0.916585784211825,-1.01769180900079,"gamma = -1.018",0.6
6.88,0.916839308728009,-1.01769180900079,"gamma = -1.018",0.6
6.89333333333333,0.917092062695916,-1.01769180900079,"gamma = -1.018",0.6
6.90666666666667,0.917344048457506,-1.01769180900079,"gamma = -1.018",0.6
6.92,0.917595268347623,-1.01769180900079,"gamma = -1.018",0.6
6.93333333333333,0.917845724694015,-1.01769180900079,"gamma = -1.018",0.6
6.94666666666667,0.918095419817353,-1.01769180900079,"gamma = -1.018",0.6
6.96,0.918344356031257,-1.01769180900079,"gamma = -1.018",0.6
6.97333333333333,0.918592535642313,-1.01769180900079,"gamma = -1.018",0.6
6.98666666666667,0.918839960950098,-1.01769180900079,"gamma = -1.018",0.6
7,0.9190866342472,-1.01769180900079,"gamma = -1.018",0.6
7.01333333333333,0.919332557819237,-1.01769180900079,"gamma = -1.018",0.6
7.02666666666667,0.919577733944882,-1.01769180900079,"gamma = -1.018",0.6
7.04,0.919822164895883,-1.01769180900079,"gamma = -1.018",0.6
7.05333333333333,0.92006585293708,-1.01769180900079,"gamma = -1.018",0.6
7.06666666666667,0.920308800326434,-1.01769180900079,"gamma = -1.018",0.6
7.08,0.920551009315039,-1.01769180900079,"gamma = -1.018",0.6
7.09333333333333,0.92079248214715,-1.01769180900079,"gamma = -1.018",0.6
7.10666666666667,0.9210332210602,-1.01769180900079,"gamma = -1.018",0.6
7.12,0.921273228284822,-1.01769180900079,"gamma = -1.018",0.6
7.13333333333333,0.921512506044869,-1.01769180900079,"gamma = -1.018",0.6
