"x","cdf","gamma","gamma_label","p0"
-3.46666666666667,0.271195452495709,-1.01769180900079,"gamma = -1.018",0.6
-3.45333333333333,0.272259519882808,-1.01769180900079,"gamma = -1.018",0.6
-3.44,0.273326098366612,-1.01769180900079,"gamma = -1.018",0.6
-3.42666666666667,0.274395184098587,-1.01769180900079,"gamma = -1.018",0.6
-3.41333333333333,0.275466773152462,-1.01769180900079,"gamma = -1.018",0.6
-3.4,0.276540861523746,-1.01769180900079,"gamma = -1.018",0.6
-3.38666666666667,0.277617445129234,-1.01769180900079,"gamma = -1.018",0.6
-3.37333333333333,0.278696519806519,-1.01769180900079,"gamma = -1.018",0.6
-3.36,0.279778081313492,-1.01769180900079,"gamma = -1.018",0.6
-3.34666666666667,0.280862125327848,-1.01769180900079,"gamma = -1.018",0.6
-3.33333333333333,0.281948647446583,-1.01769180900079,"gamma = -1.018",0.6
-3.32,0.283037643185482,-1.01769180900079,"gamma = -1.018",0.6
-3.30666666666667,0.284129107978619,-1.01769180900079,"gamma = -1.018",0.6
-3.29333333333333,0.285223037177839,-1.01769180900079,"gamma = -1.018",0.6
