"x","density_true","case_label","facet"
0.238615143802594,0.00696000192797684,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.254808923772734,0.00707914544485494,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.271002703742873,0.00720032849818158,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.287196483713012,0.00732358600138751,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.303390263683152,0.00744895346556264,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.319584043653291,0.00757646700968695,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.33577782362343,0.00770616337103657,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.351971603593569,0.00783807991576795,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.368165383563709,0.00797225464968322,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.384359163533848,0.00810872622917991,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.400552943503987,0.00824753397238796,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.416746723474126,0.00838871787049752,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.432940503444266,0.0085323185992806,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.449134283414405,0.00867837753080997,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.465328063384544,0.00882693674537862,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.481521843354684,0.00897803904362332,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.497715623324823,0.00913172795885571,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.513909403294962,0.00928804776960442,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.530103183265102,0.00944704351237199,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.546296963235241,0.00960876099461004,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.56249074320538,0.00977324680791665,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.57868452317552,0.00994054834145966,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.594878303145659,0.0101107137956296,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.611072083115798,0.0102837921959268,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.627265863085937,0.0104598334070852,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.643459643056077,0.0106388881474395,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.659653423026216,0.0108210080035366,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.675847202996355,0.0110062454449983,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.692040982966494,0.0111946538396382,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.708234762936634,0.0113862874688368,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.724428542906773,0.0115812015431805,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.740622322876912,0.0117794522183681,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.756816102847052,0.0119810966113894,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.773009882817191,0.0121861928169808,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.78920366278733,0.012394799924363,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.805397442757469,0.0126069780342645,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.821591222727609,0.0128227882762372,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.837785002697748,0.013042292826268,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.853978782667887,0.013265554924692,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.870172562638026,0.0134926388944125,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.886366342608166,0.0137236101594325,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.902560122578305,0.0139585352637039,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.918753902548444,0.0141974818902988,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.934947682518584,0.01444051888091,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.951141462488723,0.0146877162556837,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.967335242458862,0.0149391452333935,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.983529022429001,0.0151948782519585,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.999722802399141,0.0154549889893127,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.01591658236928,0.0157195523846326,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.03211036233942,0.0159886446599273,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.04830414230956,0.0162623433419981,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.0644979222797,0.0165407272847749,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.08069170224984,0.0168238766920341,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.09688548221998,0.0171118731405057,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.11307926219012,0.0174047996033758,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.12927304216026,0.0177027404741921,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.14546682213039,0.0180057815911776,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.16166060210053,0.0183140102619612,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.17785438207067,0.0186275152887315,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.19404816204081,0.0189463869938209,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.21024194201095,0.0192707172457284,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.22643572198109,0.0196005994855868,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.24262950195123,0.0199361287540837,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.25882328192137,0.0202774017188437,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.27501706189151,0.0206245167022781,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.29121084186165,0.0209775737099124,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.30740462183179,0.0213366744591984,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.32359840180193,0.0217019224088194,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.33979218177207,0.0220734227884973,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.35598596174221,0.0224512826293096,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.37217974171234,0.0228356107945257,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.38837352168248,0.0232265180109709,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.40456730165262,0.0236241169009275,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.42076108162276,0.0240285220145815,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.4369548615929,0.0244398498630254,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.45314864156304,0.0248582189518253,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.46934242153318,0.0252837498151633,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.48553620150332,0.0257165650505637,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.50172998147346,0.026156789354214,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.5179237614436,0.0266045495568906,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.53411754141374,0.0270599746604993,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.55031132138388,0.0275231958752412,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.56650510135402,0.0279943466574155,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.58269888132416,0.0284735627478683,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.59889266129429,0.0289609822111006,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.61508644126443,0.0294567454750452,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.63128022123457,0.0299609953715247,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.64747400120471,0.0304738771774022,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.66366778117485,0.030995538656436,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.67986156114499,0.0315261301018513,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.69605534111513,0.0320658043796403,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.71224912108527,0.0326147169726036,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.72844290105541,0.0331730260251456,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.74463668102555,0.0337408923888369,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.76083046099569,0.0343184796687559,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.77702424096583,0.0349059542706248,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.79321802093597,0.0355034854487515,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.80941180090611,0.0361112453547928,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.82560558087624,0.036729409087352,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.84179936084638,0.0373581547424258,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.85799314081652,0.0379976634647147,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.87418692078666,0.0386481194998113,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.8903807007568,0.0393097102472827,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.90657448072694,0.039982626314661,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.92276826069708,0.0406670615723587,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.93896204066722,0.0413632132095231,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.95515582063736,0.042071281790848,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.9713496006075,0.0427914713143569,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
1.98754338057764,0.0435239892701763,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.00373716054778,0.0442690467003141,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.01993094051792,0.0450268582594625,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.03612472048806,0.0457976422768404,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.05231850045819,0.0465816208190954,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.06851228042833,0.0473790197542825,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.08470606039847,0.0481900688169373,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.10089984036861,0.0490150016742643,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.11709362033875,0.0498540559934569,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.13328740030889,0.0507074735101708,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.14948118027903,0.0515755000981692,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.16567496024917,0.0524583858401604,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.18186874021931,0.0533563850998476,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.19806252018945,0.0542697565952123,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.21425630015959,0.0551987634730525,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.23045008012973,0.0561436733847963,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
2.24664386009987,0.0571047585636138,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
