"x","density_true","case_label","facet"
-1.54270065291273,0.0010758384819634,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.52650687294259,0.00109425502576042,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.51031309297245,0.00111298682978573,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.49411931300231,0.00113203929076374,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.47792553303217,0.00115141789780171,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.46173175306203,0.00117112823397116,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.44553797309189,0.00119117597791641,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.42934419312175,0.00121156690549061,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.41315041315161,0.00123230689141979,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.39695663318147,0.00125340191099538,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.38076285321133,0.00127485804179578,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.3645690732412,0.00129668146543728,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.34837529327106,0.00131887846935503,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.33218151330092,0.00134145544861449,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.31598773333078,0.00136441890775389,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.29979395336064,0.00138777546265818,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.2836001733905,0.00141153184246514,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.26740639342036,0.00143569489150406,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.25121261345022,0.00146027157126763,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.23501883348008,0.00148526896241756,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.21882505350994,0.00151069426682459,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.2026312735398,0.00153655480964334,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.18643749356966,0.00156285804142277,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.17024371359952,0.00158961154025268,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.15404993362938,0.00161682301394703,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.13785615365925,0.00164450030226454,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.12166237368911,0.00167265137916745,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.10546859371897,0.00170128435511879,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.08927481374883,0.00173040747941905,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.07308103377869,0.00176002914258288,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.05688725380855,0.0017901578787564,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.04069347383841,0.00182080236817597,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.02449969386827,0.00185197143966896,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-1.00830591389813,0.00188367407319741,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.992112133927991,0.00191591940244519,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.975918353957852,0.00194871671744948,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.959724573987713,0.00198207546727723,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.943530794017574,0.00201600526274754,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.927337014047434,0.00205051587920053,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.911143234077295,0.0020856172593137,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.894949454107156,0.00212131951596645,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.878755674137016,0.00215763293515365,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.862561894166877,0.0021945679789491,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.846368114196738,0.00223213528851966,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.830174334226599,0.0022703456871911,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.813980554256459,0.00230921018356625,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.79778677428632,0.00234873997469675,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.781592994316181,0.00238894644930887,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.765399214346041,0.00242984119108473,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.749205434375902,0.00247143598199957,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.733011654405763,0.00251374280571623,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.716817874435624,0.00255677385103766,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.700624094465484,0.00260054151541863,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.684430314495345,0.00264505840853744,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.668236534525206,0.00269033735592887,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.652042754555066,0.00273639140267926,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.635848974584927,0.00278323381718487,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.619655194614788,0.00283087809497458,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.603461414644649,0.00287933796259799,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.587267634674509,0.00292862738158013,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.57107385470437,0.00297876055244383,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.554880074734231,0.00302975191880097,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.538686294764091,0.00308161617151375,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.522492514793952,0.00313436825292723,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.506298734823813,0.00318802336117421,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.490104954853674,0.00324259695455398,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.473911174883534,0.00329810475598587,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.457717394913395,0.00335456275753915,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.441523614943256,0.00341198722504036,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.425329834973116,0.00347039470275963,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.409136055002977,0.00352980201817715,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.392942275032838,0.00359022628683124,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.376748495062698,0.0036516849172494,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.360554715092559,0.00371419561596386,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.34436093512242,0.00377777639261283,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.328167155152281,0.00384244556512924,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.311973375182141,0.0039082217650182,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.295779595212002,0.0039751239427248,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.279585815241863,0.00404317137309386,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.263392035271724,0.0041123836609231,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.247198255301584,0.00418278074661138,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.231004475331445,0.00425438291190362,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.214810695361306,0.00432721078573405,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.198616915391166,0.00440128535016955,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.182423135421027,0.00447662794645467,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.166229355450888,0.00455326028116013,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.150035575480749,0.0046312044324366,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.133841795510609,0.00471048285637553,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.11764801554047,0.00479111839347884,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.101454235570331,0.00487313427523942,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.0852604556001915,0.0049565541308342,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.069066675630052,0.00504140199393183,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.0528728956599127,0.00512770230961692,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.0366791156897734,0.00521547994143279,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.0204853357196342,0.00530476017854474,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
-0.00429155574949491,0.00539556874302605,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.0119022242206444,0.00548793179726854,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.0280960041907836,0.0055818759515202,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.0442897841609229,0.00567742827155162,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.0604835641310622,0.00577461628645385,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.0766773441012014,0.00587346799656963,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.0928711240713407,0.00597401188156042,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.10906490404148,0.00607627690861158,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.125258684011619,0.00618029254077787,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.141452463981759,0.00628608874547199,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.157646243951898,0.00639369600309828,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.173840023922037,0.00650314531583431,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.190033803892177,0.00661446821656273,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.206227583862316,0.00672769677795606,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
0.222421363832455,0.00684286362171699,"samp_A","samp_A
p0=0.12, gamma=1.300, mu=3.00, sigma=0.70"
