"p0","L","U","log_resid_L","log_resid_U"
0.001,-0.00125429937876415,38.4753657304045,-5.76795555762288e-17,3.03127136380331
0.00500803212851406,-0.00630143767917091,38.4753657304045,-1.6306400674182e-16,1.42022831458798
0.00901606425702811,-0.0113806359948957,38.4753657304045,5.3776427755281e-17,0.832263460091666
0.0130240963855422,-0.0164922474745665,38.4753657304045,9.54097911787244e-17,0.464470153960703
0.0170321285140562,-0.021636630739665,38.4753657304045,-5.20417042793042e-17,0.19616989079343
0.0210401606425703,-0.0268141499934616,38.4753657304045,9.71445146547012e-17,-0.0151616591401988
0.0250481927710843,-0.0320251751325974,31.8226147388259,-9.71445146547012e-17,8.34887714518118e-14
0.0290562248995984,-0.0372700818613819,27.4236529751839,2.25514051876985e-16,5.19584375524573e-14
0.0330642570281124,-0.0425492518088951,24.0899626923089,2.08166817117217e-17,1.11022302462516e-14
0.0370722891566265,-0.0478630726489638,21.476034196063,-3.46944695195361e-17,2.35367281220533e-14
0.0410803212851406,-0.0532119382231044,19.3711977021091,-6.93889390390723e-17,4.04121180963557e-14
0.0450883534136546,-0.0585962486665139,17.6396918118005,5.55111512312578e-17,1.64313007644523e-14
0.0490963855421687,-0.0640164105372009,16.1900874040589,-5.55111512312578e-17,1.15463194561016e-14
0.0531044176706827,-0.0694728369483439,14.9585578352099,-9.0205620750794e-17,1.55431223447522e-14
0.0571124497991968,-0.07496594770398,13.8991935125397,-1.11022302462516e-16,9.76996261670138e-15
0.0611204819277108,-0.0804961694381151,12.9781272523618,9.71445146547012e-17,2.66453525910038e-15
0.0651285140562249,-0.0860639357573644,12.1698288033144,5.55111512312578e-17,2.22044604925031e-15
0.069136546184739,-0.0916696873872191,11.4546882683891,-6.93889390390723e-17,1.99840144432528e-14
0.073144578313253,-0.0973138723220612,10.8173940400422,4.16333634234434e-17,1.37667655053519e-14
0.0771526104417671,-0.102996945979028,10.2458163270478,8.32667268468867e-17,8.88178419700125e-16
0.0811606425702811,-0.108719371355848,9.73022149634572,1.52655665885959e-16,1.19904086659517e-14
0.0851686746987952,-0.114481619192772,9.26270825298779,-8.32667268468867e-17,4.88498130835069e-15
0.0891767068273092,-0.120284168138712,8.83679586487134,-1.66533453693773e-16,6.21724893790088e-15
0.0931847389558233,-0.126127504921741,8.44711865437082,4.16333634234434e-17,9.32587340685131e-15
0.0971927710843374,-0.132012124524058,8.08919608126768,1.52655665885959e-16,1.4210854715202e-14
0.101200803212851,-0.137938530361583,7.75925746057666,-2.77555756156289e-17,6.21724893790088e-15
0.105208835341365,-0.143907234468306,7.45410674569662,-5.55111512312578e-17,1.77635683940025e-15
0.10921686746988,-0.149918757685561,7.1710170846991,-2.77555756156289e-17,-1.33226762955019e-15
0.113224899598394,-0.15597362985635,6.90764777221729,1.2490009027033e-16,1.33226762955019e-15
0.117232931726908,-0.162072390024908,6.66197823722209,0,0
0.121240963855422,-0.168215586641651,6.43225512443628,-1.11022302462516e-16,1.33226762955019e-15
0.125248995983936,-0.174403777773689,6.21694953637117,2.77555756156289e-17,2.22044604925031e-15
0.12925702811245,-0.180637531321083,6.01472223054831,2.77555756156289e-17,4.44089209850063e-16
