"x","cdf","p0","p0_label"
-7,0.000390876077761275,0.15,"p0 = 0.15"
-6.98666666666667,0.000395331204675494,0.15,"p0 = 0.15"
-6.97333333333333,0.000399837110230185,0.15,"p0 = 0.15"
-6.96,0.000404394373190078,0.15,"p0 = 0.15"
-6.94666666666667,0.000409003578916549,0.15,"p0 = 0.15"
-6.93333333333333,0.000413665319442802,0.15,"p0 = 0.15"
-6.92,0.00041838019354992,0.15,"p0 = 0.15"
-6.90666666666667,0.00042314880684377,0.15,"p0 = 0.15"
-6.89333333333333,0.000427971771832793,0.15,"p0 = 0.15"
-6.88,0.000432849708006678,0.15,"p0 = 0.15"
-6.86666666666667,0.000437783241915934,0.15,"p0 = 0.15"
-6.85333333333333,0.000442773007252366,0.15,"p0 = 0.15"
-6.84,0.00044781964493047,0.15,"p0 = 0.15"
-6.82666666666667,0.000452923803169757,0.15,"p0 = 0.15"
-6.81333333333333,0.000458086137578015,0.15,"p0 = 0.15"
-6.8,0.000463307311235516,0.15,"p0 = 0.15"
-6.78666666666667,0.000468587994780186,0.15,"p0 = 0.15"
-6.77333333333333,0.000473928866493753,0.15,"p0 = 0.15"
-6.76,0.000479330612388858,0.15,"p0 = 0.15"
-6.74666666666667,0.000484793926297177,0.15,"p0 = 0.15"
-6.73333333333333,0.000490319509958542,0.15,"p0 = 0.15"
-6.72,0.000495908073111074,0.15,"p0 = 0.15"
-6.70666666666667,0.000501560333582345,0.15,"p0 = 0.15"
-6.69333333333333,0.000507277017381582,0.15,"p0 = 0.15"
-6.68,0.000513058858792919,0.15,"p0 = 0.15"
-6.66666666666667,0.000518906600469714,0.15,"p0 = 0.15"
-6.65333333333333,0.000524820993529937,0.15,"p0 = 0.15"
-6.64,0.00053080279765265,0.15,"p0 = 0.15"
-6.62666666666667,0.000536852781175583,0.15,"p0 = 0.15"
-6.61333333333333,0.00054297172119383,0.15,"p0 = 0.15"
-6.6,0.000549160403659651,0.15,"p0 = 0.15"
-6.58666666666667,0.000555419623483438,0.15,"p0 = 0.15"
-6.57333333333333,0.000561750184635807,0.15,"p0 = 0.15"
-6.56,0.000568152900250875,0.15,"p0 = 0.15"
-6.54666666666667,0.000574628592730691,0.15,"p0 = 0.15"
-6.53333333333333,0.000581178093850885,0.15,"p0 = 0.15"
-6.52,0.000587802244867491,0.15,"p0 = 0.15"
-6.50666666666667,0.000594501896625014,0.15,"p0 = 0.15"
-6.49333333333333,0.000601277909665715,0.15,"p0 = 0.15"
-6.48,0.000608131154340137,0.15,"p0 = 0.15"
-6.46666666666667,0.00061506251091891,0.15,"p0 = 0.15"
-6.45333333333333,0.000622072869705808,0.15,"p0 = 0.15"
-6.44,0.000629163131152108,0.15,"p0 = 0.15"
-6.42666666666667,0.00063633420597225,0.15,"p0 = 0.15"
-6.41333333333333,0.000643587015260815,0.15,"p0 = 0.15"
-6.4,0.000650922490610834,0.15,"p0 = 0.15"
-6.38666666666667,0.000658341574233449,0.15,"p0 = 0.15"
-6.37333333333333,0.000665845219078934,0.15,"p0 = 0.15"
-6.36,0.000673434388959097,0.15,"p0 = 0.15"
-6.34666666666667,0.000681110058671083,0.15,"p0 = 0.15"
-6.33333333333333,0.000688873214122576,0.15,"p0 = 0.15"
-6.32,0.000696724852458438,0.15,"p0 = 0.15"
-6.30666666666667,0.000704665982188788,0.15,"p0 = 0.15"
-6.29333333333333,0.00071269762331854,0.15,"p0 = 0.15"
-6.28,0.00072082080747842,0.15,"p0 = 0.15"
-6.26666666666667,0.00072903657805747,0.15,"p0 = 0.15"
-6.25333333333333,0.000737345990337076,0.15,"p0 = 0.15"
-6.24,0.000745750111626504,0.15,"p0 = 0.15"
-6.22666666666667,0.000754250021400001,0.15,"p0 = 0.15"
-6.21333333333333,0.000762846811435439,0.15,"p0 = 0.15"
-6.2,0.000771541585954557,0.15,"p0 = 0.15"
-6.18666666666667,0.000780335461764794,0.15,"p0 = 0.15"
-6.17333333333333,0.000789229568402732,0.15,"p0 = 0.15"
-6.16,0.000798225048279184,0.15,"p0 = 0.15"
-6.14666666666667,0.000807323056825933,0.15,"p0 = 0.15"
-6.13333333333333,0.000816524762644143,0.15,"p0 = 0.15"
-6.12,0.000825831347654452,0.15,"p0 = 0.15"
-6.10666666666667,0.000835244007248801,0.15,"p0 = 0.15"
-6.09333333333333,0.00084476395044396,0.15,"p0 = 0.15"
-6.08,0.000854392400036833,0.15,"p0 = 0.15"
-6.06666666666667,0.000864130592761518,0.15,"p0 = 0.15"
-6.05333333333333,0.000873979779448156,0.15,"p0 = 0.15"
-6.04,0.0008839412251836,0.15,"p0 = 0.15"
-6.02666666666667,0.00089401620947391,0.15,"p0 = 0.15"
-6.01333333333333,0.000904206026408697,0.15,"p0 = 0.15"
-6,0.000914511984827346,0.15,"p0 = 0.15"
-5.98666666666667,0.000924935408487128,0.15,"p0 = 0.15"
-5.97333333333333,0.000935477636233236,0.15,"p0 = 0.15"
-5.96,0.00094614002217075,0.15,"p0 = 0.15"
-5.94666666666667,0.000956923935838567,0.15,"p0 = 0.15"
-5.93333333333333,0.000967830762385312,0.15,"p0 = 0.15"
-5.92,0.000978861902747258,0.15,"p0 = 0.15"
-5.90666666666667,0.000990018773828266,0.15,"p0 = 0.15"
-5.89333333333333,0.00100130280868178,0.15,"p0 = 0.15"
-5.88,0.00101271545669491,0.15,"p0 = 0.15"
-5.86666666666667,0.00102425818377457,0.15,"p0 = 0.15"
-5.85333333333333,0.0010359324725358,0.15,"p0 = 0.15"
-5.84,0.00104773982249219,0.15,"p0 = 0.15"
-5.82666666666667,0.00105968175024847,0.15,"p0 = 0.15"
-5.81333333333333,0.00107175978969534,0.15,"p0 = 0.15"
-5.8,0.00108397549220647,0.15,"p0 = 0.15"
-5.78666666666667,0.00109633042683778,0.15,"p0 = 0.15"
-5.77333333333333,0.00110882618052896,0.15,"p0 = 0.15"
-5.76,0.00112146435830735,0.15,"p0 = 0.15"
-5.74666666666667,0.00113424658349403,0.15,"p0 = 0.15"
-5.73333333333333,0.0011471744979124,0.15,"p0 = 0.15"
-5.72,0.00116024976209901,0.15,"p0 = 0.15"
-5.70666666666667,0.00117347405551688,0.15,"p0 = 0.15"
-5.69333333333333,0.00118684907677122,0.15,"p0 = 0.15"
-5.68,0.0012003765438276,0.15,"p0 = 0.15"
-5.66666666666667,0.00121405819423258,0.15,"p0 = 0.15"
-5.65333333333333,0.00122789578533699,0.15,"p0 = 0.15"
-5.64,0.00124189109452153,0.15,"p0 = 0.15"
-5.62666666666667,0.00125604591942517,0.15,"p0 = 0.15"
-5.61333333333333,0.00127036207817598,0.15,"p0 = 0.15"
-5.6,0.00128484140962471,0.15,"p0 = 0.15"
-5.58666666666667,0.00129948577358094,0.15,"p0 = 0.15"
-5.57333333333333,0.00131429705105201,0.15,"p0 = 0.15"
-5.56,0.00132927714448458,0.15,"p0 = 0.15"
-5.54666666666667,0.00134442797800902,0.15,"p0 = 0.15"
-5.53333333333333,0.00135975149768657,0.15,"p0 = 0.15"
-5.52,0.00137524967175926,0.15,"p0 = 0.15"
-5.50666666666667,0.00139092449090275,0.15,"p0 = 0.15"
-5.49333333333333,0.00140677796848203,0.15,"p0 = 0.15"
-5.48,0.00142281214081002,0.15,"p0 = 0.15"
-5.46666666666667,0.00143902906740912,0.15,"p0 = 0.15"
-5.45333333333333,0.00145543083127576,0.15,"p0 = 0.15"
-5.44,0.00147201953914793,0.15,"p0 = 0.15"
-5.42666666666667,0.0014887973217758,0.15,"p0 = 0.15"
-5.41333333333333,0.00150576633419541,0.15,"p0 = 0.15"
-5.4,0.00152292875600546,0.15,"p0 = 0.15"
-5.38666666666667,0.00154028679164729,0.15,"p0 = 0.15"
-5.37333333333333,0.001557842670688,0.15,"p0 = 0.15"
-5.36,0.00157559864810686,0.15,"p0 = 0.15"
-5.34666666666667,0.00159355700458493,0.15,"p0 = 0.15"
-5.33333333333333,0.00161172004679802,0.15,"p0 = 0.15"
-5.32,0.00163009010771298,0.15,"p0 = 0.15"
-5.30666666666667,0.00164866954688733,0.15,"p0 = 0.15"
-5.29333333333333,0.00166746075077236,0.15,"p0 = 0.15"
-5.28,0.00168646613301963,0.15,"p0 = 0.15"
-5.26666666666667,0.00170568813479106,0.15,"p0 = 0.15"
-5.25333333333333,0.00172512922507239,0.15,"p0 = 0.15"
-5.24,0.00174479190099041,0.15,"p0 = 0.15"
-5.22666666666667,0.00176467868813362,0.15,"p0 = 0.15"
-5.21333333333333,0.0017847921408767,0.15,"p0 = 0.15"
-5.2,0.00180513484270857,0.15,"p0 = 0.15"
-5.18666666666667,0.00182570940656422,0.15,"p0 = 0.15"
-5.17333333333333,0.00184651847516036,0.15,"p0 = 0.15"
-5.16,0.00186756472133486,0.15,"p0 = 0.15"
-5.14666666666667,0.00188885084839006,0.15,"p0 = 0.15"
-5.13333333333333,0.00191037959043999,0.15,"p0 = 0.15"
-5.12,0.00193215371276154,0.15,"p0 = 0.15"
-5.10666666666667,0.00195417601214971,0.15,"p0 = 0.15"
-5.09333333333333,0.00197644931727677,0.15,"p0 = 0.15"
-5.08,0.00199897648905567,0.15,"p0 = 0.15"
-5.06666666666667,0.00202176042100742,0.15,"p0 = 0.15"
-5.05333333333333,0.00204480403963285,0.15,"p0 = 0.15"
-5.04,0.00206811030478842,0.15,"p0 = 0.15"
-5.02666666666667,0.00209168221006644,0.15,"p0 = 0.15"
-5.01333333333333,0.00211552278317962,0.15,"p0 = 0.15"
-5,0.00213963508634989,0.15,"p0 = 0.15"
-4.98666666666667,0.00216402221670179,0.15,"p0 = 0.15"
-4.97333333333333,0.00218868730666026,0.15,"p0 = 0.15"
-4.96,0.00221363352435298,0.15,"p0 = 0.15"
-4.94666666666667,0.00223886407401733,0.15,"p0 = 0.15"
-4.93333333333333,0.00226438219641193,0.15,"p0 = 0.15"
-4.92,0.00229019116923291,0.15,"p0 = 0.15"
-4.90666666666667,0.00231629430753493,0.15,"p0 = 0.15"
-4.89333333333333,0.00234269496415699,0.15,"p0 = 0.15"
-4.88,0.00236939653015304,0.15,"p0 = 0.15"
-4.86666666666667,0.00239640243522761,0.15,"p0 = 0.15"
-4.85333333333333,0.0024237161481763,0.15,"p0 = 0.15"
-4.84,0.00245134117733135,0.15,"p0 = 0.15"
-4.82666666666667,0.00247928107101226,0.15,"p0 = 0.15"
-4.81333333333333,0.00250753941798156,0.15,"p0 = 0.15"
-4.8,0.00253611984790579,0.15,"p0 = 0.15"
-4.78666666666667,0.00256502603182168,0.15,"p0 = 0.15"
-4.77333333333333,0.00259426168260771,0.15,"p0 = 0.15"
-4.76,0.00262383055546099,0.15,"p0 = 0.15"
-4.74666666666667,0.00265373644837962,0.15,"p0 = 0.15"
-4.73333333333333,0.00268398320265052,0.15,"p0 = 0.15"
-4.72,0.00271457470334283,0.15,"p0 = 0.15"
-4.70666666666667,0.0027455148798069,0.15,"p0 = 0.15"
-4.69333333333333,0.00277680770617906,0.15,"p0 = 0.15"
-4.68,0.00280845720189203,0.15,"p0 = 0.15"
-4.66666666666667,0.00284046743219122,0.15,"p0 = 0.15"
-4.65333333333333,0.00287284250865687,0.15,"p0 = 0.15"
-4.64,0.00290558658973222,0.15,"p0 = 0.15"
-4.62666666666667,0.00293870388125758,0.15,"p0 = 0.15"
-4.61333333333333,0.00297219863701059,0.15,"p0 = 0.15"
-4.6,0.0030060751592526,0.15,"p0 = 0.15"
-4.58666666666667,0.00304033779928127,0.15,"p0 = 0.15"
-4.57333333333333,0.00307499095798945,0.15,"p0 = 0.15"
-4.56,0.00311003908643052,0.15,"p0 = 0.15"
-4.54666666666667,0.00314548668639004,0.15,"p0 = 0.15"
-4.53333333333333,0.00318133831096404,0.15,"p0 = 0.15"
-4.52,0.00321759856514379,0.15,"p0 = 0.15"
-4.50666666666667,0.00325427210640737,0.15,"p0 = 0.15"
-4.49333333333333,0.00329136364531782,0.15,"p0 = 0.15"
-4.48,0.00332887794612825,0.15,"p0 = 0.15"
-4.46666666666667,0.00336681982739375,0.15,"p0 = 0.15"
-4.45333333333333,0.00340519416259036,0.15,"p0 = 0.15"
-4.44,0.003444005880741,0.15,"p0 = 0.15"
-4.42666666666667,0.0034832599670486,0.15,"p0 = 0.15"
-4.41333333333333,0.00352296146353643,0.15,"p0 = 0.15"
-4.4,0.00356311546969575,0.15,"p0 = 0.15"
-4.38666666666667,0.00360372714314077,0.15,"p0 = 0.15"
-4.37333333333333,0.00364480170027116,0.15,"p0 = 0.15"
-4.36,0.00368634441694205,0.15,"p0 = 0.15"
-4.34666666666667,0.00372836062914174,0.15,"p0 = 0.15"
-4.33333333333333,0.00377085573367701,0.15,"p0 = 0.15"
-4.32,0.00381383518886638,0.15,"p0 = 0.15"
-4.30666666666667,0.0038573045152412,0.15,"p0 = 0.15"
-4.29333333333333,0.0039012692962547,0.15,"p0 = 0.15"
-4.28,0.00394573517899919,0.15,"p0 = 0.15"
-4.26666666666667,0.00399070787493141,0.15,"p0 = 0.15"
-4.25333333333333,0.00403619316060615,0.15,"p0 = 0.15"
-4.24,0.00408219687841817,0.15,"p0 = 0.15"
-4.22666666666667,0.00412872493735272,0.15,"p0 = 0.15"
-4.21333333333333,0.00417578331374443,0.15,"p0 = 0.15"
-4.2,0.00422337805204502,0.15,"p0 = 0.15"
-4.18666666666667,0.00427151526559964,0.15,"p0 = 0.15"
-4.17333333333333,0.00432020113743212,0.15,"p0 = 0.15"
-4.16,0.00436944192103916,0.15,"p0 = 0.15"
-4.14666666666667,0.00441924394119355,0.15,"p0 = 0.15"
-4.13333333333333,0.00446961359475658,0.15,"p0 = 0.15"
-4.12,0.00452055735149965,0.15,"p0 = 0.15"
-4.10666666666667,0.00457208175493535,0.15,"p0 = 0.15"
-4.09333333333333,0.00462419342315788,0.15,"p0 = 0.15"
-4.08,0.00467689904969317,0.15,"p0 = 0.15"
-4.06666666666667,0.00473020540435859,0.15,"p0 = 0.15"
-4.05333333333333,0.00478411933413255,0.15,"p0 = 0.15"
-4.04,0.00483864776403391,0.15,"p0 = 0.15"
-4.02666666666667,0.00489379769801155,0.15,"p0 = 0.15"
-4.01333333333333,0.0049495762198439,0.15,"p0 = 0.15"
-4,0.00500599049404891,0.15,"p0 = 0.15"
-3.98666666666667,0.00506304776680425,0.15,"p0 = 0.15"
-3.97333333333333,0.00512075536687805,0.15,"p0 = 0.15"
-3.96,0.00517912070657029,0.15,"p0 = 0.15"
-3.94666666666667,0.00523815128266485,0.15,"p0 = 0.15"
-3.93333333333333,0.00529785467739243,0.15,"p0 = 0.15"
-3.92,0.00535823855940448,0.15,"p0 = 0.15"
-3.90666666666667,0.0054193106847582,0.15,"p0 = 0.15"
-3.89333333333333,0.00548107889791277,0.15,"p0 = 0.15"
-3.88,0.00554355113273692,0.15,"p0 = 0.15"
-3.86666666666667,0.00560673541352805,0.15,"p0 = 0.15"
-3.85333333333333,0.00567063985604286,0.15,"p0 = 0.15"
-3.84,0.00573527266853984,0.15,"p0 = 0.15"
-3.82666666666667,0.00580064215283353,0.15,"p0 = 0.15"
-3.81333333333333,0.00586675670536089,0.15,"p0 = 0.15"
-3.8,0.00593362481825981,0.15,"p0 = 0.15"
-3.78666666666667,0.00600125508045982,0.15,"p0 = 0.15"
-3.77333333333333,0.00606965617878535,0.15,"p0 = 0.15"
-3.76,0.00613883689907153,0.15,"p0 = 0.15"
-3.74666666666667,0.00620880612729264,0.15,"p0 = 0.15"
-3.73333333333333,0.00627957285070353,0.15,"p0 = 0.15"
-3.72,0.00635114615899397,0.15,"p0 = 0.15"
-3.70666666666667,0.00642353524545619,0.15,"p0 = 0.15"
-3.69333333333333,0.00649674940816568,0.15,"p0 = 0.15"
-3.68,0.00657079805117558,0.15,"p0 = 0.15"
-3.66666666666667,0.00664569068572449,0.15,"p0 = 0.15"
-3.65333333333333,0.00672143693145822,0.15,"p0 = 0.15"
-3.64,0.00679804651766537,0.15,"p0 = 0.15"
-3.62666666666667,0.00687552928452699,0.15,"p0 = 0.15"
-3.61333333333333,0.00695389518438055,0.15,"p0 = 0.15"
-3.6,0.00703315428299828,0.15,"p0 = 0.15"
-3.58666666666667,0.00711331676088001,0.15,"p0 = 0.15"
-3.57333333333333,0.00719439291456091,0.15,"p0 = 0.15"
-3.56,0.00727639315793395,0.15,"p0 = 0.15"
-3.54666666666667,0.00735932802358758,0.15,"p0 = 0.15"
-3.53333333333333,0.00744320816415855,0.15,"p0 = 0.15"
-3.52,0.00752804435370026,0.15,"p0 = 0.15"
-3.50666666666667,0.00761384748906657,0.15,"p0 = 0.15"
-3.49333333333333,0.00770062859131149,0.15,"p0 = 0.15"
-3.48,0.00778839880710481,0.15,"p0 = 0.15"
-3.46666666666667,0.0078771694101638,0.15,"p0 = 0.15"
-3.45333333333333,0.0079669518027013,0.15,"p0 = 0.15"
-3.44,0.00805775751689028,0.15,"p0 = 0.15"
-3.42666666666667,0.00814959821634508,0.15,"p0 = 0.15"
-3.41333333333333,0.0082424856976196,0.15,"p0 = 0.15"
-3.4,0.00833643189172246,0.15,"p0 = 0.15"
-3.38666666666667,0.00843144886564954,0.15,"p0 = 0.15"
-3.37333333333333,0.00852754882393391,0.15,"p0 = 0.15"
-3.36,0.00862474411021343,0.15,"p0 = 0.15"
-3.34666666666667,0.00872304720881627,0.15,"p0 = 0.15"
-3.33333333333333,0.00882247074636449,0.15,"p0 = 0.15"
-3.32,0.00892302749339581,0.15,"p0 = 0.15"
-3.30666666666667,0.00902473036600399,0.15,"p0 = 0.15"
-3.29333333333333,0.00912759242749783,0.15,"p0 = 0.15"
-3.28,0.00923162689007909,0.15,"p0 = 0.15"
-3.26666666666667,0.00933684711653954,0.15,"p0 = 0.15"
-3.25333333333333,0.00944326662197739,0.15,"p0 = 0.15"
-3.24,0.00955089907553319,0.15,"p0 = 0.15"
-3.22666666666667,0.00965975830214562,0.15,"p0 = 0.15"
-3.21333333333333,0.00976985828432724,0.15,"p0 = 0.15"
-3.2,0.00988121316396045,0.15,"p0 = 0.15"
-3.18666666666667,0.009993837244114,0.15,"p0 = 0.15"
-3.17333333333333,0.0101077449908801,0.15,"p0 = 0.15"
-3.16,0.0102229510352327,0.15,"p0 = 0.15"
-3.14666666666667,0.0103394701749065,0.15,"p0 = 0.15"
-3.13333333333333,0.0104573173762978,0.15,"p0 = 0.15"
-3.12,0.010576507776387,0.15,"p0 = 0.15"
-3.10666666666667,0.0106970566846827,0.15,"p0 = 0.15"
-3.09333333333333,0.0108189795851882,0.15,"p0 = 0.15"
-3.08,0.0109422921383903,0.15,"p0 = 0.15"
-3.06666666666667,0.0110670101832709,0.15,"p0 = 0.15"
-3.05333333333333,0.0111931497393415,0.15,"p0 = 0.15"
-3.04,0.0113207270087007,0.15,"p0 = 0.15"
-3.02666666666667,0.0114497583781154,0.15,"p0 = 0.15"
-3.01333333333333,0.0115802604211255,0.15,"p0 = 0.15"
-3,0.011712249900173,0.15,"p0 = 0.15"
-2.98666666666667,0.0118457437687545,0.15,"p0 = 0.15"
-2.97333333333333,0.0119807591735994,0.15,"p0 = 0.15"
-2.96,0.0121173134568719,0.15,"p0 = 0.15"
-2.94666666666667,0.0122554241583989,0.15,"p0 = 0.15"
-2.93333333333333,0.0123951090179226,0.15,"p0 = 0.15"
-2.92,0.0125363859773791,0.15,"p0 = 0.15"
-2.90666666666667,0.0126792731832034,0.15,"p0 = 0.15"
-2.89333333333333,0.0128237889886596,0.15,"p0 = 0.15"
-2.88,0.0129699519561987,0.15,"p0 = 0.15"
-2.86666666666667,0.0131177808598429,0.15,"p0 = 0.15"
-2.85333333333333,0.0132672946875967,0.15,"p0 = 0.15"
-2.84,0.0134185126438864,0.15,"p0 = 0.15"
-2.82666666666667,0.0135714541520262,0.15,"p0 = 0.15"
-2.81333333333333,0.0137261388567133,0.15,"p0 = 0.15"
-2.8,0.0138825866265515,0.15,"p0 = 0.15"
-2.78666666666667,0.0140408175566027,0.15,"p0 = 0.15"
-2.77333333333333,0.0142008519709683,0.15,"p0 = 0.15"
-2.76,0.0143627104253998,0.15,"p0 = 0.15"
-2.74666666666667,0.014526413709939,0.15,"p0 = 0.15"
-2.73333333333333,0.0146919828515884,0.15,"p0 = 0.15"
-2.72,0.0148594391170121,0.15,"p0 = 0.15"
-2.70666666666667,0.0150288040152672,0.15,"p0 = 0.15"
-2.69333333333333,0.0152000993005669,0.15,"p0 = 0.15"
-2.68,0.0153733469750744,0.15,"p0 = 0.15"
-2.66666666666667,0.0155485692917292,0.15,"p0 = 0.15"
-2.65333333333333,0.0157257887571053,0.15,"p0 = 0.15"
-2.64,0.0159050281343022,0.15,"p0 = 0.15"
-2.62666666666667,0.0160863104458685,0.15,"p0 = 0.15"
-2.61333333333333,0.0162696589767593,0.15,"p0 = 0.15"
-2.6,0.0164550972773267,0.15,"p0 = 0.15"
-2.58666666666667,0.0166426491663453,0.15,"p0 = 0.15"
-2.57333333333333,0.0168323387340711,0.15,"p0 = 0.15"
-2.56,0.017024190345336,0.15,"p0 = 0.15"
-2.54666666666667,0.0172182286426774,0.15,"p0 = 0.15"
-2.53333333333333,0.0174144785495034,0.15,"p0 = 0.15"
-2.52,0.0176129652732941,0.15,"p0 = 0.15"
-2.50666666666667,0.0178137143088392,0.15,"p0 = 0.15"
-2.49333333333333,0.0180167514415132,0.15,"p0 = 0.15"
-2.48,0.0182221027505869,0.15,"p0 = 0.15"
-2.46666666666667,0.0184297946125775,0.15,"p0 = 0.15"
-2.45333333333333,0.0186398537046362,0.15,"p0 = 0.15"
-2.44,0.0188523070079753,0.15,"p0 = 0.15"
-2.42666666666667,0.0190671818113334,0.15,"p0 = 0.15"
-2.41333333333333,0.0192845057144807,0.15,"p0 = 0.15"
-2.4,0.0195043066317639,0.15,"p0 = 0.15"
-2.38666666666667,0.0197266127956919,0.15,"p0 = 0.15"
-2.37333333333333,0.0199514527605621,0.15,"p0 = 0.15"
-2.36,0.0201788554061281,0.15,"p0 = 0.15"
-2.34666666666667,0.0204088499413088,0.15,"p0 = 0.15"
-2.33333333333333,0.0206414659079408,0.15,"p0 = 0.15"
-2.32,0.0208767331845726,0.15,"p0 = 0.15"
-2.30666666666667,0.0211146819903021,0.15,"p0 = 0.15"
-2.29333333333333,0.0213553428886588,0.15,"p0 = 0.15"
-2.28,0.0215987467915289,0.15,"p0 = 0.15"
-2.26666666666667,0.021844924963126,0.15,"p0 = 0.15"
-2.25333333333333,0.0220939090240072,0.15,"p0 = 0.15"
-2.24,0.0223457309551341,0.15,"p0 = 0.15"
-2.22666666666667,0.022600423101981,0.15,"p0 = 0.15"
-2.21333333333333,0.0228580181786893,0.15,"p0 = 0.15"
-2.2,0.0231185492722697,0.15,"p0 = 0.15"
-2.18666666666667,0.023382049846852,0.15,"p0 = 0.15"
-2.17333333333333,0.0236485537479834,0.15,"p0 = 0.15"
-2.16,0.0239180952069758,0.15,"p0 = 0.15"
-2.14666666666667,0.0241907088453027,0.15,"p0 = 0.15"
-2.13333333333333,0.0244664296790462,0.15,"p0 = 0.15"
