"x","cdf","case_label","p0","gamma","mu","sigma","facet"
-2.1,0.620606042335121,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-2.07333333333333,0.621996946295716,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-2.04666666666667,0.623389526279909,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-2.02,0.624783702971045,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.99333333333333,0.626179397831098,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.96666666666667,0.627576533094357,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.94,0.62897503176118,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.91333333333333,0.630374817591825,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.88666666666667,0.631775815100343,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.86,0.633177949548539,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.83333333333333,0.634581146940013,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.80666666666666,0.63598533401425,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.78,0.637390438240787,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.75333333333333,0.638796387813443,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.72666666666667,0.640203111644613,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.7,0.641610539359616,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.67333333333333,0.643018601291123,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.64666666666666,0.64442722847363,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.62,0.645836352637998,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.59333333333333,0.647245906206053,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.56666666666667,0.648655822285243,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.54,0.650066034663355,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.51333333333333,0.651476477803283,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.48666666666666,0.652887086837865,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.46,0.654297797564757,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.43333333333333,0.655708546441381,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.40666666666667,0.657119270579913,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.38,0.658529907742331,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.35333333333333,0.659940396335511,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.32666666666666,0.661350675406378,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.3,0.66276068463711,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.27333333333333,0.664170364340382,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.24666666666667,0.665579655454673,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.22,0.666988499539613,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.19333333333333,0.668396838771376,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.16666666666666,0.669804615938131,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.14,0.671211774435527,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.11333333333333,0.672618258262234,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.08666666666667,0.674024012015523,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.06,0.675428980886892,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.03333333333333,0.676833110657738,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-1.00666666666666,0.678236347695068,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.98,0.67963863894726,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.953333333333333,0.681039931939857,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.926666666666666,0.682440174771408,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.899999999999999,0.68383931610935,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.873333333333331,0.685237305185925,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.846666666666664,0.686634091794144,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.82,0.688029626283782,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.793333333333333,0.689423859557419,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.766666666666666,0.690816743066512,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.739999999999998,0.692208228807509,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.713333333333331,0.693598269317998,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.686666666666664,0.694986817672888,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.66,0.696373827480635,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.633333333333333,0.697759252879494,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.606666666666666,0.699143048533807,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.579999999999998,0.700525169630332,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.553333333333331,0.701905571874593,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.526666666666667,0.703284211487276,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.5,0.704661045200647,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.473333333333333,0.706036030255007,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.446666666666665,0.707409124395177,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.419999999999998,0.708780285867016,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.393333333333331,0.710149473413965,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.366666666666667,0.71151664627362,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.34,0.712881764174348,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.313333333333333,0.714244787331911,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.286666666666665,0.715605676446133,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.259999999999998,0.716964392697592,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.233333333333331,0.718320897744337,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.206666666666667,0.719675153718636,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.18,0.721027123223747,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.153333333333332,0.722376769330713,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.126666666666665,0.723724055575194,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.0999999999999979,0.725068945954313,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.0733333333333306,0.726411404923529,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.0466666666666669,0.727751397393541,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
-0.0199999999999996,0.729088888727211,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.00666666666666771,0.730423844736508,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.033333333333335,0.731756231679483,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.0600000000000023,0.733086016257264,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.0866666666666696,0.734413165611067,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.113333333333333,0.735737647319245,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.140000000000001,0.737059429394338,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.166666666666668,0.738378480280167,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.193333333333335,0.739694768848929,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.220000000000002,0.741008264398327,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.246666666666666,0.742318936648713,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.273333333333333,0.743626755740258,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.300000000000001,0.744931692230132,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.326666666666668,0.746233717089714,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.353333333333335,0.747532801701813,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.380000000000003,0.748828917857913,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.406666666666666,0.750122037755436,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.433333333333334,0.751412133995021,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.460000000000001,0.752699179577822,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.486666666666668,0.753983147902826,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.513333333333335,0.755264012764183,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.540000000000003,0.756541748348562,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.566666666666666,0.757816329232512,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.593333333333334,0.759087730379851,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.620000000000001,0.760355927139065,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.646666666666668,0.761620895240724,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.673333333333336,0.762882610794912,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.700000000000003,0.76414105028868,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.726666666666667,0.765396190583503,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.753333333333334,0.766648008912763,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.780000000000001,0.767896482879236,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.806666666666668,0.769141590452606,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.833333333333336,0.77038330996698,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.860000000000003,0.771621620118428,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.886666666666667,0.772856499962529,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.913333333333334,0.774087928911938,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.940000000000001,0.775315886733959,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.966666666666669,0.776540353548133,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
0.993333333333336,0.777761309823845,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.02,0.778978736377936,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.04666666666667,0.780192614372332,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.07333333333333,0.781402925311683,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.1,0.782609651041015,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.12666666666667,0.783812773743396,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.15333333333334,0.785012275937609,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.18,0.78620814047584,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.20666666666667,0.787400350541381,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.23333333333333,0.788588889646332,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.26,0.789773741629329,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.28666666666667,0.790954890653275,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.31333333333334,0.792132321203077,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.34,0.793306018083406,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.36666666666667,0.794475966416457,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.39333333333333,0.795642151639723,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.42,0.796804559503779,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.44666666666667,0.797963176070075,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.47333333333334,0.799117987708744,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.5,0.800268981096405,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.52666666666667,0.801416143213999,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.55333333333333,0.802559461344607,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.58,0.803698923071304,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.60666666666667,0.804834516274998,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.63333333333333,0.805966229132299,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.66,0.807094050113381,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.68666666666667,0.808217967979857,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.71333333333333,0.809337971782673,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.74,0.810454050859992,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.76666666666667,0.811566194835103,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.79333333333333,0.812674393614329,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.82,0.813778637384945,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.84666666666667,0.814878916613106,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.87333333333333,0.81597522204178,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.9,0.817067544688692,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.92666666666667,0.818155875844275,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.95333333333333,0.819240207069624,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
1.98,0.820320530194467,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.00666666666667,0.821396837315133,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.03333333333333,0.822469120792535,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.06,0.823537373250158,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.08666666666667,0.824601587572051,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.11333333333333,0.825661756900832,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.14,0.826717874635698,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.16666666666667,0.827769934430435,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.19333333333334,0.828817930191452,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.22,0.829861856075796,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.24666666666667,0.830901706489205,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.27333333333333,0.83193747608414,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.3,0.832969159757838,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.32666666666667,0.833996752650373,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.35333333333334,0.835020250142713,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.38,0.836039647854795,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.40666666666667,0.8370549416436,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.43333333333333,0.838066127601232,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.46,0.839073202053014,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.48666666666667,0.840076161555578,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.51333333333334,0.841075002894968,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.54,0.842069723084748,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.56666666666667,0.843060319364119,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.59333333333333,0.844046789196035,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.62,0.84502913026533,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.64666666666667,0.846007340476854,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.67333333333334,0.846981417953605,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.7,0.847951361034881,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.72666666666667,0.848917168274426,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.75333333333333,0.849878838438584,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.78,0.850836370504469,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.80666666666667,0.851789763658125,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.83333333333334,0.852739017292704,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.86,0.853684131006646,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.88666666666667,0.854625104601864,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.91333333333333,0.855561938081935,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.94,0.856494631650298,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.96666666666667,0.857423185708456,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
2.99333333333334,0.858347600854186,"case_B",0.6,0.45,-2.5,2,"case_B
p0=0.60, gamma=0.450, mu=-2.50, sigma=2.00"
