"x","density","gamma","gamma_label","p0"
3.10666666666667,0.0449304252538853,-1.01769180900079,"gamma = -1.018",0.6
3.12,0.0447938662247462,-1.01769180900079,"gamma = -1.018",0.6
3.13333333333333,0.0446577222455056,-1.01769180900079,"gamma = -1.018",0.6
3.14666666666667,0.0445219920546839,-1.01769180900079,"gamma = -1.018",0.6
3.16,0.0443866743946357,-1.01769180900079,"gamma = -1.018",0.6
3.17333333333333,0.0442517680115379,-1.01769180900079,"gamma = -1.018",0.6
3.18666666666667,0.0441172716553784,-1.01769180900079,"gamma = -1.018",0.6
3.2,0.0439831840799441,-1.01769180900079,"gamma = -1.018",0.6
3.21333333333333,0.0438495040428097,-1.01769180900079,"gamma = -1.018",0.6
3.22666666666667,0.0437162303053261,-1.01769180900079,"gamma = -1.018",0.6
3.24,0.0435833616326085,-1.01769180900079,"gamma = -1.018",0.6
3.25333333333333,0.043450896793526,-1.01769180900079,"gamma = -1.018",0.6
3.26666666666667,0.0433188345606889,-1.01769180900079,"gamma = -1.018",0.6
3.28,0.0431871737104383,-1.01769180900079,"gamma = -1.018",0.6
3.29333333333333,0.0430559130228345,-1.01769180900079,"gamma = -1.018",0.6
3.30666666666667,0.0429250512816453,-1.01769180900079,"gamma = -1.018",0.6
3.32,0.0427945872743352,-1.01769180900079,"gamma = -1.018",0.6
3.33333333333333,0.0426645197920541,-1.01769180900079,"gamma = -1.018",0.6
3.34666666666667,0.0425348476296259,-1.01769180900079,"gamma = -1.018",0.6
3.36,0.0424055695855375,-1.01769180900079,"gamma = -1.018",0.6
3.37333333333333,0.0422766844619276,-1.01769180900079,"gamma = -1.018",0.6
3.38666666666667,0.0421481910645757,-1.01769180900079,"gamma = -1.018",0.6
3.4,0.0420200882028906,-1.01769180900079,"gamma = -1.018",0.6
3.41333333333333,0.0418923746899002,-1.01769180900079,"gamma = -1.018",0.6
3.42666666666667,0.0417650493422397,-1.01769180900079,"gamma = -1.018",0.6
3.44,0.0416381109801411,-1.01769180900079,"gamma = -1.018",0.6
3.45333333333333,0.041511558427422,-1.01769180900079,"gamma = -1.018",0.6
3.46666666666667,0.0413853905114749,-1.01769180900079,"gamma = -1.018",0.6
3.48,0.0412596060632562,-1.01769180900079,"gamma = -1.018",0.6
3.49333333333333,0.0411342039172756,-1.01769180900079,"gamma = -1.018",0.6
3.50666666666667,0.0410091829115848,-1.01769180900079,"gamma = -1.018",0.6
3.52,0.0408845418877675,-1.01769180900079,"gamma = -1.018",0.6
3.53333333333333,0.0407602796909278,-1.01769180900079,"gamma = -1.018",0.6
3.54666666666667,0.0406363951696801,-1.01769180900079,"gamma = -1.018",0.6
3.56,0.0405128871761384,-1.01769180900079,"gamma = -1.018",0.6
3.57333333333333,0.0403897545659052,-1.01769180900079,"gamma = -1.018",0.6
3.58666666666667,0.0402669961980616,-1.01769180900079,"gamma = -1.018",0.6
3.6,0.040144610935156,-1.01769180900079,"gamma = -1.018",0.6
3.61333333333333,0.0400225976431942,-1.01769180900079,"gamma = -1.018",0.6
3.62666666666667,0.0399009551916284,-1.01769180900079,"gamma = -1.018",0.6
3.64,0.0397796824533468,-1.01769180900079,"gamma = -1.018",0.6
3.65333333333333,0.0396587783046637,-1.01769180900079,"gamma = -1.018",0.6
3.66666666666667,0.0395382416253084,-1.01769180900079,"gamma = -1.018",0.6
3.68,0.0394180712984149,-1.01769180900079,"gamma = -1.018",0.6
3.69333333333333,0.0392982662105122,-1.01769180900079,"gamma = -1.018",0.6
3.70666666666667,0.0391788252515132,-1.01769180900079,"gamma = -1.018",0.6
3.72,0.0390597473147048,-1.01769180900079,"gamma = -1.018",0.6
3.73333333333333,0.0389410312967376,-1.01769180900079,"gamma = -1.018",0.6
3.74666666666667,0.0388226760976156,-1.01769180900079,"gamma = -1.018",0.6
3.76,0.0387046806206862,-1.01769180900079,"gamma = -1.018",0.6
3.77333333333333,0.0385870437726299,-1.01769180900079,"gamma = -1.018",0.6
3.78666666666667,0.0384697644634499,-1.01769180900079,"gamma = -1.018",0.6
3.8,0.0383528416064626,-1.01769180900079,"gamma = -1.018",0.6
3.81333333333333,0.038236274118287,-1.01769180900079,"gamma = -1.018",0.6
3.82666666666667,0.0381200609188351,-1.01769180900079,"gamma = -1.018",0.6
3.84,0.0380042009313014,-1.01769180900079,"gamma = -1.018",0.6
3.85333333333333,0.0378886930821533,-1.01769180900079,"gamma = -1.018",0.6
3.86666666666667,0.037773536301121,-1.01769180900079,"gamma = -1.018",0.6
3.88,0.0376587295211877,-1.01769180900079,"gamma = -1.018",0.6
3.89333333333333,0.0375442716785796,-1.01769180900079,"gamma = -1.018",0.6
3.90666666666667,0.037430161712756,-1.01769180900079,"gamma = -1.018",0.6
3.92,0.0373163985663996,-1.01769180900079,"gamma = -1.018",0.6
3.93333333333333,0.0372029811854066,-1.01769180900079,"gamma = -1.018",0.6
3.94666666666667,0.0370899085188772,-1.01769180900079,"gamma = -1.018",0.6
3.96,0.0369771795191053,-1.01769180900079,"gamma = -1.018",0.6
3.97333333333333,0.0368647931415694,-1.01769180900079,"gamma = -1.018",0.6
3.98666666666667,0.0367527483449226,-1.01769180900079,"gamma = -1.018",0.6
4,0.0366410440909829,-1.01769180900079,"gamma = -1.018",0.6
4.01333333333333,0.0365296793447239,-1.01769180900079,"gamma = -1.018",0.6
4.02666666666667,0.0364186530742649,-1.01769180900079,"gamma = -1.018",0.6
4.04,0.0363079642508613,-1.01769180900079,"gamma = -1.018",0.6
4.05333333333333,0.0361976118488954,-1.01769180900079,"gamma = -1.018",0.6
4.06666666666667,0.0360875948458666,-1.01769180900079,"gamma = -1.018",0.6
4.08,0.0359779122223822,-1.01769180900079,"gamma = -1.018",0.6
4.09333333333333,0.0358685629621476,-1.01769180900079,"gamma = -1.018",0.6
4.10666666666667,0.035759546051957,-1.01769180900079,"gamma = -1.018",0.6
4.12,0.0356508604816844,-1.01769180900079,"gamma = -1.018",0.6
4.13333333333333,0.0355425052442736,-1.01769180900079,"gamma = -1.018",0.6
4.14666666666667,0.0354344793357294,-1.01769180900079,"gamma = -1.018",0.6
4.16,0.0353267817551079,-1.01769180900079,"gamma = -1.018",0.6
4.17333333333333,0.0352194115045077,-1.01769180900079,"gamma = -1.018",0.6
4.18666666666667,0.03511236758906,-1.01769180900079,"gamma = -1.018",0.6
4.2,0.03500564901692,-1.01769180900079,"gamma = -1.018",0.6
4.21333333333333,0.0348992547992574,-1.01769180900079,"gamma = -1.018",0.6
4.22666666666667,0.0347931839502473,-1.01769180900079,"gamma = -1.018",0.6
4.24,0.034687435487061,-1.01769180900079,"gamma = -1.018",0.6
4.25333333333333,0.0345820084298571,-1.01769180900079,"gamma = -1.018",0.6
4.26666666666667,0.034476901801772,-1.01769180900079,"gamma = -1.018",0.6
4.28,0.0343721146289115,-1.01769180900079,"gamma = -1.018",0.6
4.29333333333333,0.0342676459403412,-1.01769180900079,"gamma = -1.018",0.6
4.30666666666667,0.0341634947680776,-1.01769180900079,"gamma = -1.018",0.6
4.32,0.0340596601470793,-1.01769180900079,"gamma = -1.018",0.6
4.33333333333333,0.0339561411152382,-1.01769180900079,"gamma = -1.018",0.6
4.34666666666667,0.03385293671337,-1.01769180900079,"gamma = -1.018",0.6
4.36,0.0337500459852061,-1.01769180900079,"gamma = -1.018",0.6
4.37333333333333,0.0336474679773841,-1.01769180900079,"gamma = -1.018",0.6
4.38666666666667,0.0335452017394392,-1.01769180900079,"gamma = -1.018",0.6
4.4,0.0334432463237954,-1.01769180900079,"gamma = -1.018",0.6
4.41333333333333,0.0333416007857567,-1.01769180900079,"gamma = -1.018",0.6
4.42666666666667,0.0332402641834985,-1.01769180900079,"gamma = -1.018",0.6
4.44,0.0331392355780585,-1.01769180900079,"gamma = -1.018",0.6
4.45333333333333,0.0330385140333284,-1.01769180900079,"gamma = -1.018",0.6
4.46666666666667,0.032938098616045,-1.01769180900079,"gamma = -1.018",0.6
4.48,0.0328379883957816,-1.01769180900079,"gamma = -1.018",0.6
4.49333333333333,0.0327381824449393,-1.01769180900079,"gamma = -1.018",0.6
4.50666666666667,0.0326386798387388,-1.01769180900079,"gamma = -1.018",0.6
4.52,0.0325394796552112,-1.01769180900079,"gamma = -1.018",0.6
4.53333333333333,0.0324405809751898,-1.01769180900079,"gamma = -1.018",0.6
4.54666666666667,0.0323419828823018,-1.01769180900079,"gamma = -1.018",0.6
4.56,0.0322436844629594,-1.01769180900079,"gamma = -1.018",0.6
4.57333333333333,0.0321456848063514,-1.01769180900079,"gamma = -1.018",0.6
4.58666666666667,0.0320479830044352,-1.01769180900079,"gamma = -1.018",0.6
4.6,0.0319505781519277,-1.01769180900079,"gamma = -1.018",0.6
4.61333333333333,0.0318534693462976,-1.01769180900079,"gamma = -1.018",0.6
4.62666666666667,0.0317566556877563,-1.01769180900079,"gamma = -1.018",0.6
4.64,0.0316601362792504,-1.01769180900079,"gamma = -1.018",0.6
4.65333333333333,0.0315639102264526,-1.01769180900079,"gamma = -1.018",0.6
4.66666666666667,0.0314679766377541,-1.01769180900079,"gamma = -1.018",0.6
4.68,0.0313723346242556,-1.01769180900079,"gamma = -1.018",0.6
4.69333333333333,0.0312769832997599,-1.01769180900079,"gamma = -1.018",0.6
4.70666666666667,0.0311819217807629,-1.01769180900079,"gamma = -1.018",0.6
4.72,0.031087149186446,-1.01769180900079,"gamma = -1.018",0.6
4.73333333333333,0.0309926646386676,-1.01769180900079,"gamma = -1.018",0.6
4.74666666666667,0.0308984672619551,-1.01769180900079,"gamma = -1.018",0.6
4.76,0.0308045561834969,-1.01769180900079,"gamma = -1.018",0.6
4.77333333333333,0.030710930533134,-1.01769180900079,"gamma = -1.018",0.6
4.78666666666667,0.030617589443352,-1.01769180900079,"gamma = -1.018",0.6
4.8,0.0305245320492736,-1.01769180900079,"gamma = -1.018",0.6
4.81333333333333,0.0304317574886497,-1.01769180900079,"gamma = -1.018",0.6
4.82666666666667,0.0303392649018521,-1.01769180900079,"gamma = -1.018",0.6
4.84,0.0302470534318653,-1.01769180900079,"gamma = -1.018",0.6
4.85333333333333,0.0301551222242786,-1.01769180900079,"gamma = -1.018",0.6
4.86666666666667,0.0300634704272781,-1.01769180900079,"gamma = -1.018",0.6
4.88,0.0299720971916387,-1.01769180900079,"gamma = -1.018",0.6
4.89333333333333,0.0298810016707166,-1.01769180900079,"gamma = -1.018",0.6
4.90666666666667,0.0297901830204412,-1.01769180900079,"gamma = -1.018",0.6
4.92,0.0296996403993073,-1.01769180900079,"gamma = -1.018",0.6
4.93333333333333,0.0296093729683673,-1.01769180900079,"gamma = -1.018",0.6
4.94666666666667,0.0295193798912235,-1.01769180900079,"gamma = -1.018",0.6
4.96,0.0294296603340202,-1.01769180900079,"gamma = -1.018",0.6
4.97333333333333,0.0293402134654362,-1.01769180900079,"gamma = -1.018",0.6
4.98666666666667,0.0292510384566769,-1.01769180900079,"gamma = -1.018",0.6
5,0.0291621344814667,-1.01769180900079,"gamma = -1.018",0.6
5.01333333333333,0.0290735007160414,-1.01769180900079,"gamma = -1.018",0.6
5.02666666666667,0.0289851363391404,-1.01769180900079,"gamma = -1.018",0.6
5.04,0.0288970405319992,-1.01769180900079,"gamma = -1.018",0.6
5.05333333333333,0.0288092124783419,-1.01769180900079,"gamma = -1.018",0.6
5.06666666666667,0.0287216513643735,-1.01769180900079,"gamma = -1.018",0.6
5.08,0.0286343563787723,-1.01769180900079,"gamma = -1.018",0.6
5.09333333333333,0.0285473267126828,-1.01769180900079,"gamma = -1.018",0.6
5.10666666666667,0.0284605615597074,-1.01769180900079,"gamma = -1.018",0.6
5.12,0.0283740601158999,-1.01769180900079,"gamma = -1.018",0.6
5.13333333333333,0.0282878215797572,-1.01769180900079,"gamma = -1.018",0.6
5.14666666666667,0.0282018451522126,-1.01769180900079,"gamma = -1.018",0.6
5.16,0.0281161300366276,-1.01769180900079,"gamma = -1.018",0.6
5.17333333333333,0.0280306754387854,-1.01769180900079,"gamma = -1.018",0.6
5.18666666666667,0.0279454805668828,-1.01769180900079,"gamma = -1.018",0.6
5.2,0.0278605446315233,-1.01769180900079,"gamma = -1.018",0.6
5.21333333333333,0.0277758668457096,-1.01769180900079,"gamma = -1.018",0.6
5.22666666666667,0.0276914464248363,-1.01769180900079,"gamma = -1.018",0.6
5.24,0.0276072825866829,-1.01769180900079,"gamma = -1.018",0.6
5.25333333333333,0.0275233745514061,-1.01769180900079,"gamma = -1.018",0.6
5.26666666666667,0.0274397215415328,-1.01769180900079,"gamma = -1.018",0.6
5.28,0.0273563227819532,-1.01769180900079,"gamma = -1.018",0.6
5.29333333333333,0.027273177499913,-1.01769180900079,"gamma = -1.018",0.6
5.30666666666667,0.0271902849250068,-1.01769180900079,"gamma = -1.018",0.6
5.32,0.0271076442891705,-1.01769180900079,"gamma = -1.018",0.6
5.33333333333333,0.0270252548266747,-1.01769180900079,"gamma = -1.018",0.6
5.34666666666667,0.026943115774117,-1.01769180900079,"gamma = -1.018",0.6
5.36,0.0268612263704155,-1.01769180900079,"gamma = -1.018",0.6
5.37333333333333,0.0267795858568013,-1.01769180900079,"gamma = -1.018",0.6
5.38666666666667,0.0266981934768119,-1.01769180900079,"gamma = -1.018",0.6
5.4,0.0266170484762836,-1.01769180900079,"gamma = -1.018",0.6
5.41333333333333,0.0265361501033452,-1.01769180900079,"gamma = -1.018",0.6
5.42666666666667,0.0264554976084105,-1.01769180900079,"gamma = -1.018",0.6
5.44,0.0263750902441717,-1.01769180900079,"gamma = -1.018",0.6
5.45333333333333,0.0262949272655921,-1.01769180900079,"gamma = -1.018",0.6
5.46666666666667,0.0262150079298995,-1.01769180900079,"gamma = -1.018",0.6
5.48,0.0261353314965795,-1.01769180900079,"gamma = -1.018",0.6
5.49333333333333,0.0260558972273681,-1.01769180900079,"gamma = -1.018",0.6
5.50666666666667,0.0259767043862451,-1.01769180900079,"gamma = -1.018",0.6
5.52,0.0258977522394276,-1.01769180900079,"gamma = -1.018",0.6
5.53333333333333,0.0258190400553626,-1.01769180900079,"gamma = -1.018",0.6
5.54666666666667,0.0257405671047208,-1.01769180900079,"gamma = -1.018",0.6
5.56,0.0256623326603894,-1.01769180900079,"gamma = -1.018",0.6
5.57333333333333,0.0255843359974657,-1.01769180900079,"gamma = -1.018",0.6
5.58666666666667,0.02550657639325,-1.01769180900079,"gamma = -1.018",0.6
5.6,0.0254290531272395,-1.01769180900079,"gamma = -1.018",0.6
5.61333333333334,0.0253517654811208,-1.01769180900079,"gamma = -1.018",0.6
5.62666666666667,0.0252747127387642,-1.01769180900079,"gamma = -1.018",0.6
5.64,0.025197894186216,-1.01769180900079,"gamma = -1.018",0.6
5.65333333333333,0.025121309111693,-1.01769180900079,"gamma = -1.018",0.6
5.66666666666667,0.025044956805575,-1.01769180900079,"gamma = -1.018",0.6
5.68,0.0249688365603987,-1.01769180900079,"gamma = -1.018",0.6
5.69333333333333,0.0248929476708511,-1.01769180900079,"gamma = -1.018",0.6
5.70666666666667,0.0248172894337627,-1.01769180900079,"gamma = -1.018",0.6
5.72,0.0247418611481013,-1.01769180900079,"gamma = -1.018",0.6
5.73333333333333,0.0246666621149653,-1.01769180900079,"gamma = -1.018",0.6
5.74666666666667,0.0245916916375775,-1.01769180900079,"gamma = -1.018",0.6
5.76,0.0245169490212782,-1.01769180900079,"gamma = -1.018",0.6
5.77333333333333,0.0244424335735191,-1.01769180900079,"gamma = -1.018",0.6
5.78666666666667,0.0243681446038569,-1.01769180900079,"gamma = -1.018",0.6
5.8,0.0242940814239466,-1.01769180900079,"gamma = -1.018",0.6
5.81333333333333,0.0242202433475355,-1.01769180900079,"gamma = -1.018",0.6
5.82666666666667,0.0241466296904565,-1.01769180900079,"gamma = -1.018",0.6
5.84,0.024073239770622,-1.01769180900079,"gamma = -1.018",0.6
5.85333333333333,0.0240000729080176,-1.01769180900079,"gamma = -1.018",0.6
5.86666666666667,0.0239271284246955,-1.01769180900079,"gamma = -1.018",0.6
5.88,0.0238544056447686,-1.01769180900079,"gamma = -1.018",0.6
5.89333333333333,0.0237819038944038,-1.01769180900079,"gamma = -1.018",0.6
5.90666666666667,0.0237096225018163,-1.01769180900079,"gamma = -1.018",0.6
5.92,0.0236375607972629,-1.01769180900079,"gamma = -1.018",0.6
5.93333333333333,0.0235657181130361,-1.01769180900079,"gamma = -1.018",0.6
5.94666666666667,0.0234940937834577,-1.01769180900079,"gamma = -1.018",0.6
5.96,0.0234226871448728,-1.01769180900079,"gamma = -1.018",0.6
5.97333333333333,0.0233514975356434,-1.01769180900079,"gamma = -1.018",0.6
5.98666666666667,0.0232805242961428,-1.01769180900079,"gamma = -1.018",0.6
6,0.0232097667687487,-1.01769180900079,"gamma = -1.018",0.6
6.01333333333333,0.0231392242978378,-1.01769180900079,"gamma = -1.018",0.6
6.02666666666667,0.0230688962297795,-1.01769180900079,"gamma = -1.018",0.6
6.04,0.0229987819129296,-1.01769180900079,"gamma = -1.018",0.6
6.05333333333333,0.0229288806976247,-1.01769180900079,"gamma = -1.018",0.6
6.06666666666667,0.0228591919361759,-1.01769180900079,"gamma = -1.018",0.6
6.08,0.0227897149828626,-1.01769180900079,"gamma = -1.018",0.6
6.09333333333333,0.0227204491939271,-1.01769180900079,"gamma = -1.018",0.6
6.10666666666667,0.0226513939275682,-1.01769180900079,"gamma = -1.018",0.6
6.12,0.0225825485439352,-1.01769180900079,"gamma = -1.018",0.6
6.13333333333333,0.0225139124051224,-1.01769180900079,"gamma = -1.018",0.6
6.14666666666667,0.0224454848751626,-1.01769180900079,"gamma = -1.018",0.6
6.16,0.0223772653200218,-1.01769180900079,"gamma = -1.018",0.6
6.17333333333333,0.0223092531075928,-1.01769180900079,"gamma = -1.018",0.6
6.18666666666667,0.0222414476076899,-1.01769180900079,"gamma = -1.018",0.6
6.2,0.0221738481920424,-1.01769180900079,"gamma = -1.018",0.6
6.21333333333333,0.0221064542342894,-1.01769180900079,"gamma = -1.018",0.6
6.22666666666667,0.0220392651099737,-1.01769180900079,"gamma = -1.018",0.6
6.24,0.0219722801965359,-1.01769180900079,"gamma = -1.018",0.6
6.25333333333333,0.0219054988733087,-1.01769180900079,"gamma = -1.018",0.6
6.26666666666667,0.0218389205215116,-1.01769180900079,"gamma = -1.018",0.6
6.28,0.0217725445242445,-1.01769180900079,"gamma = -1.018",0.6
6.29333333333333,0.0217063702664822,-1.01769180900079,"gamma = -1.018",0.6
6.30666666666667,0.021640397135069,-1.01769180900079,"gamma = -1.018",0.6
6.32,0.0215746245187127,-1.01769180900079,"gamma = -1.018",0.6
6.33333333333333,0.021509051807979,-1.01769180900079,"gamma = -1.018",0.6
6.34666666666667,0.0214436783952859,-1.01769180900079,"gamma = -1.018",0.6
6.36,0.021378503674898,-1.01769180900079,"gamma = -1.018",0.6
6.37333333333333,0.021313527042921,-1.01769180900079,"gamma = -1.018",0.6
6.38666666666667,0.0212487478972961,-1.01769180900079,"gamma = -1.018",0.6
6.4,0.0211841656377942,-1.01769180900079,"gamma = -1.018",0.6
6.41333333333333,0.0211197796660106,-1.01769180900079,"gamma = -1.018",0.6
6.42666666666667,0.0210555893853595,-1.01769180900079,"gamma = -1.018",0.6
6.44,0.020991594201068,-1.01769180900079,"gamma = -1.018",0.6
6.45333333333333,0.0209277935201712,-1.01769180900079,"gamma = -1.018",0.6
6.46666666666667,0.0208641867515064,-1.01769180900079,"gamma = -1.018",0.6
6.48,0.0208007733057074,-1.01769180900079,"gamma = -1.018",0.6
6.49333333333333,0.0207375525951995,-1.01769180900079,"gamma = -1.018",0.6
6.50666666666667,0.020674524034194,-1.01769180900079,"gamma = -1.018",0.6
6.52,0.0206116870386821,-1.01769180900079,"gamma = -1.018",0.6
6.53333333333333,0.0205490410264306,-1.01769180900079,"gamma = -1.018",0.6
6.54666666666667,0.0204865854169755,-1.01769180900079,"gamma = -1.018",0.6
6.56,0.0204243196316171,-1.01769180900079,"gamma = -1.018",0.6
6.57333333333333,0.0203622430934148,-1.01769180900079,"gamma = -1.018",0.6
6.58666666666667,0.0203003552271812,-1.01769180900079,"gamma = -1.018",0.6
6.6,0.0202386554594773,-1.01769180900079,"gamma = -1.018",0.6
6.61333333333334,0.0201771432186069,-1.01769180900079,"gamma = -1.018",0.6
6.62666666666667,0.0201158179346114,-1.01769180900079,"gamma = -1.018",0.6
6.64,0.0200546790392645,-1.01769180900079,"gamma = -1.018",0.6
6.65333333333333,0.0199937259660669,-1.01769180900079,"gamma = -1.018",0.6
6.66666666666667,0.0199329581502412,-1.01769180900079,"gamma = -1.018",0.6
6.68,0.0198723750287264,-1.01769180900079,"gamma = -1.018",0.6
6.69333333333334,0.0198119760401729,-1.01769180900079,"gamma = -1.018",0.6
6.70666666666667,0.0197517606249374,-1.01769180900079,"gamma = -1.018",0.6
6.72,0.0196917282250772,-1.01769180900079,"gamma = -1.018",0.6
6.73333333333333,0.0196318782843456,-1.01769180900079,"gamma = -1.018",0.6
6.74666666666667,0.0195722102481866,-1.01769180900079,"gamma = -1.018",0.6
6.76,0.0195127235637296,-1.01769180900079,"gamma = -1.018",0.6
6.77333333333333,0.0194534176797842,-1.01769180900079,"gamma = -1.018",0.6
6.78666666666667,0.0193942920468356,-1.01769180900079,"gamma = -1.018",0.6
6.8,0.0193353461170388,-1.01769180900079,"gamma = -1.018",0.6
6.81333333333333,0.0192765793442141,-1.01769180900079,"gamma = -1.018",0.6
6.82666666666667,0.0192179911838418,-1.01769180900079,"gamma = -1.018",0.6
6.84,0.0191595810930572,-1.01769180900079,"gamma = -1.018",0.6
6.85333333333333,0.0191013485306456,-1.01769180900079,"gamma = -1.018",0.6
6.86666666666667,0.019043292957037,-1.01769180900079,"gamma = -1.018",0.6
6.88,0.0189854138343015,-1.01769180900079,"gamma = -1.018",0.6
6.89333333333333,0.0189277106261443,-1.01769180900079,"gamma = -1.018",0.6
6.90666666666667,0.0188701827979004,-1.01769180900079,"gamma = -1.018",0.6
6.92,0.0188128298165298,-1.01769180900079,"gamma = -1.018",0.6
6.93333333333333,0.0187556511506127,-1.01769180900079,"gamma = -1.018",0.6
6.94666666666667,0.0186986462703445,-1.01769180900079,"gamma = -1.018",0.6
6.96,0.0186418146475307,-1.01769180900079,"gamma = -1.018",0.6
6.97333333333333,0.0185851557555822,-1.01769180900079,"gamma = -1.018",0.6
6.98666666666667,0.0185286690695106,-1.01769180900079,"gamma = -1.018",0.6
7,0.0184723540659228,-1.01769180900079,"gamma = -1.018",0.6
7.01333333333333,0.0184162102230168,-1.01769180900079,"gamma = -1.018",0.6
7.02666666666667,0.0183602370205762,-1.01769180900079,"gamma = -1.018",0.6
7.04,0.018304433939966,-1.01769180900079,"gamma = -1.018",0.6
7.05333333333333,0.0182488004641273,-1.01769180900079,"gamma = -1.018",0.6
7.06666666666667,0.0181933360775729,-1.01769180900079,"gamma = -1.018",0.6
7.08,0.0181380402663823,-1.01769180900079,"gamma = -1.018",0.6
7.09333333333333,0.0180829125181968,-1.01769180900079,"gamma = -1.018",0.6
7.10666666666667,0.0180279523222151,-1.01769180900079,"gamma = -1.018",0.6
7.12,0.0179731591691885,-1.01769180900079,"gamma = -1.018",0.6
7.13333333333333,0.0179185325514158,-1.01769180900079,"gamma = -1.018",0.6
7.14666666666667,0.0178640719627392,-1.01769180900079,"gamma = -1.018",0.6
7.16,0.017809776898539,-1.01769180900079,"gamma = -1.018",0.6
7.17333333333333,0.0177556468557293,-1.01769180900079,"gamma = -1.018",0.6
7.18666666666667,0.0177016813327534,-1.01769180900079,"gamma = -1.018",0.6
7.2,0.0176478798295789,-1.01769180900079,"gamma = -1.018",0.6
7.21333333333333,0.0175942418476931,-1.01769180900079,"gamma = -1.018",0.6
7.22666666666667,0.0175407668900984,-1.01769180900079,"gamma = -1.018",0.6
7.24,0.0174874544613081,-1.01769180900079,"gamma = -1.018",0.6
7.25333333333333,0.0174343040673411,-1.01769180900079,"gamma = -1.018",0.6
7.26666666666667,0.0173813152157177,-1.01769180900079,"gamma = -1.018",0.6
7.28,0.0173284874154553,-1.01769180900079,"gamma = -1.018",0.6
7.29333333333333,0.0172758201770632,-1.01769180900079,"gamma = -1.018",0.6
7.30666666666667,0.0172233130125387,-1.01769180900079,"gamma = -1.018",0.6
7.32,0.0171709654353622,-1.01769180900079,"gamma = -1.018",0.6
7.33333333333333,0.0171187769604928,-1.01769180900079,"gamma = -1.018",0.6
7.34666666666667,0.0170667471043638,-1.01769180900079,"gamma = -1.018",0.6
7.36,0.0170148753848783,-1.01769180900079,"gamma = -1.018",0.6
7.37333333333333,0.0169631613214045,-1.01769180900079,"gamma = -1.018",0.6
7.38666666666667,0.0169116044347717,-1.01769180900079,"gamma = -1.018",0.6
7.4,0.0168602042472652,-1.01769180900079,"gamma = -1.018",0.6
7.41333333333333,0.0168089602826224,-1.01769180900079,"gamma = -1.018",0.6
7.42666666666667,0.0167578720660284,-1.01769180900079,"gamma = -1.018",0.6
7.44,0.0167069391241111,-1.01769180900079,"gamma = -1.018",0.6
7.45333333333333,0.0166561609849374,-1.01769180900079,"gamma = -1.018",0.6
7.46666666666667,0.0166055371780085,-1.01769180900079,"gamma = -1.018",0.6
7.48,0.0165550672342555,-1.01769180900079,"gamma = -1.018",0.6
7.49333333333333,0.0165047506860353,-1.01769180900079,"gamma = -1.018",0.6
7.50666666666667,0.016454587067126,-1.01769180900079,"gamma = -1.018",0.6
7.52,0.0164045759127228,-1.01769180900079,"gamma = -1.018",0.6
7.53333333333333,0.0163547167594337,-1.01769180900079,"gamma = -1.018",0.6
7.54666666666667,0.0163050091452748,-1.01769180900079,"gamma = -1.018",0.6
7.56,0.0162554526096667,-1.01769180900079,"gamma = -1.018",0.6
7.57333333333333,0.0162060466934295,-1.01769180900079,"gamma = -1.018",0.6
7.58666666666667,0.0161567909387793,-1.01769180900079,"gamma = -1.018",0.6
7.6,0.0161076848893231,-1.01769180900079,"gamma = -1.018",0.6
7.61333333333334,0.0160587280900555,-1.01769180900079,"gamma = -1.018",0.6
7.62666666666667,0.0160099200873536,-1.01769180900079,"gamma = -1.018",0.6
7.64,0.0159612604289736,-1.01769180900079,"gamma = -1.018",0.6
7.65333333333333,0.0159127486640459,-1.01769180900079,"gamma = -1.018",0.6
7.66666666666667,0.0158643843430715,-1.01769180900079,"gamma = -1.018",0.6
7.68,0.0158161670179173,-1.01769180900079,"gamma = -1.018",0.6
7.69333333333334,0.0157680962418126,-1.01769180900079,"gamma = -1.018",0.6
7.70666666666667,0.0157201715693443,-1.01769180900079,"gamma = -1.018",0.6
7.72,0.0156723925564532,-1.01769180900079,"gamma = -1.018",0.6
7.73333333333333,0.0156247587604296,-1.01769180900079,"gamma = -1.018",0.6
7.74666666666667,0.0155772697399096,-1.01769180900079,"gamma = -1.018",0.6
7.76,0.0155299250548704,-1.01769180900079,"gamma = -1.018",0.6
7.77333333333334,0.015482724266627,-1.01769180900079,"gamma = -1.018",0.6
7.78666666666667,0.0154356669378274,-1.01769180900079,"gamma = -1.018",0.6
7.8,0.0153887526324489,-1.01769180900079,"gamma = -1.018",0.6
7.81333333333333,0.0153419809157942,-1.01769180900079,"gamma = -1.018",0.6
7.82666666666667,0.0152953513544871,-1.01769180900079,"gamma = -1.018",0.6
7.84,0.0152488635164685,-1.01769180900079,"gamma = -1.018",0.6
7.85333333333333,0.0152025169709925,-1.01769180900079,"gamma = -1.018",0.6
7.86666666666667,0.0151563112886225,-1.01769180900079,"gamma = -1.018",0.6
7.88,0.015110246041227,-1.01769180900079,"gamma = -1.018",0.6
7.89333333333333,0.0150643208019758,-1.01769180900079,"gamma = -1.018",0.6
7.90666666666667,0.015018535145336,-1.01769180900079,"gamma = -1.018",0.6
7.92,0.0149728886470678,-1.01769180900079,"gamma = -1.018",0.6
