"p0","model","KL","CRPS","pplc","runtime"
0.05,"direct_regression",0.217733414569475,0.747840600092535,3353.25740052485,1660.837
0.05,"transfer_function",0.345399736960744,0.584201639148023,2618.80210384597,1870.127
0.5,"direct_regression",0.0362863504862827,8.47804506997213,34209.2746791496,1689.089
0.5,"transfer_function",0.0457868873021546,9.27665861687237,37346.9346139665,1885.018
0.95,"direct_regression",0.638504797784758,4374.33958365015,15678055.4664735,1665.169
0.95,"transfer_function",0.407028359906559,2519.68168107722,8673709.38061703,1907.625
