"covariate","center","scale"
"ppt",3.08933577245822,12.2402936204302
"soil",0.230666463861937,0.0953761276466685
"ppt_soil",1.21401099650811,5.03026250009179
"ppt2",159.300213732347,1087.47258251288
"soil2",0.0622994600691627,0.0493593063412906
