"p0","model","KL","CRPS","pplc","runtime"
0.05,"direct_regression",0.229632143054569,0.876108805954272,1923.26051905629,845.382
0.05,"transfer_function",0.349578948009086,0.792482331624228,1738.15814543917,936.551
0.5,"direct_regression",0.0599361674074197,12.7536200812889,25487.3544384167,589.836
0.5,"transfer_function",0.0898789427401397,10.6872402457157,21249.2000946364,1014.222
