"covariate","center","scale"
"ppt",2.09895564203766,10.2500910193748
"soil",0.219504694799694,0.0864244976559186
"ppt_soil",0.791464790629568,4.13807870727424
"ppt2",109.37359136619,973.760705802442
"soil2",0.0556446523628131,0.0430688727962842
