"p0","model","status","runtime","iter","converged","hit_iter_cap","median_kt","error_message"
0.15,"direct_regression","ok",13.105,6,FALSE,TRUE,NA,""
0.15,"transfer_function","ok",14.394,6,FALSE,TRUE,32.355842199552,""
0.5,"direct_regression","ok",12.85,6,FALSE,TRUE,NA,""
0.5,"transfer_function","ok",13.897,6,FALSE,TRUE,32.9191103187821,""
