"date","period_label","component","component_label","p0","tau_label","estimate","lower","upper"
1997-01-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.6102317898888,2.28424345764005,6.55461665316401
1997-02-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.30795649078427,2.43223713648184,6.12089525696467
1997-03-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.27119560467694,1.72378493849574,6.56678446409481
1997-04-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",3.88261428295736,1.36139403809793,6.34961720055646
1997-05-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.37993698160317,2.79908939093081,5.46991152330553
1997-06-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.09688313101162,1.57245003452708,5.75353844296429
1997-07-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",3.93434593912401,2.01561070702857,5.89721398175644
1997-08-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.04149644484911,2.36993919134596,6.00481290314135
1997-09-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.04841116688173,1.83728350480458,6.24578889642527
1997-10-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",3.89145181171972,2.21325027602704,5.22793792705468
1997-11-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",3.85529043102162,1.96231883942648,5.26306159011034
1997-12-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.1746922864515,1.94522600152478,6.01127739906675
1998-01-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.07696467512909,2.33246993196505,6.57751318204287
1998-02-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.10794608470754,2.73974037142101,5.91983822637359
1998-03-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.17089980718043,1.88884804376017,6.73670463747634
1998-04-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.06483322723761,1.40522905345836,7.03666920727803
1998-05-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.68780483598769,2.97452320702961,6.30840743147324
1998-06-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.49549948169117,3.23149394146027,5.84004300633744
1998-07-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.66316142945226,1.9789031349445,6.50377084105274
1998-08-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.47693851144144,2.09447729999329,7.02317650178593
1998-09-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.38188476313223,2.48644040739675,6.30070818292952
1998-10-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.1723643463742,1.53454952200583,6.07821530013145
1998-11-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.56011378598739,2.25087043886711,6.99810724033126
1998-12-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",3.77680061565163,1.22986886631425,6.70899525163673
1999-01-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.00449526031366,1.97653092959435,6.10881989582753
1999-02-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.27966221296083,2.12793852253084,7.2376992492142
1999-03-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",3.84126598756462,2.21370795872592,5.66942650640384
1999-04-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",3.77583862629458,2.28079912774606,6.4449415345578
1999-05-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.06263143808545,2.30133711145744,6.25066227951206
1999-06-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.25152523013633,2.1968986424982,6.77015369318542
1999-07-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.41393083756468,2.44051028770074,6.03255848992439
1999-08-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.35345643744824,1.89455187916238,7.16358871567836
1999-09-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.14138711068211,2.10004167033433,6.10141866846279
1999-10-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.31366089852034,2.22864706918375,6.6415446060906
1999-11-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.37119570546022,2.0605381224567,7.69255252097848
1999-12-01,"1997-1999 comparison window","trend","Trend component",0.15,"tau = 0.15",4.09871464808802,1.06869161478297,6.50159748391759
1997-01-01,"1997-1999 comparison window","seasonal_1","Seasonal component 1 (12-month cycle)",0.15,"tau = 0.15",1.24020430910916,0.255184994971333,2.18507660112303
1997-02-01,"1997-1999 comparison window","seasonal_1","Seasonal component 1 (12-month cycle)",0.15,"tau = 0.15",1.54371466169949,0.718408097344967,2.48693917731804
1997-03-01,"1997-1999 comparison window","seasonal_1","Seasonal component 1 (12-month cycle)",0.15,"tau = 0.15",1.69223453990697,0.92287130157926,2.4179808132251
1997-04-01,"1997-1999 comparison window","seasonal_1","Seasonal component 1 (12-month cycle)",0.15,"tau = 0.15",1.31573359905264,0.419686046781946,2.54542820579582
1997-05-01,"1997-1999 comparison window","seasonal_1","Seasonal component 1 (12-month cycle)",0.15,"tau = 0.15",0.798986360063509,-0.55596234752617,1.83960927864852
1997-06-01,"1997-1999 comparison window","seasonal_1","Seasonal component 1 (12-month cycle)",0.15,"tau = 0.15",-0.204299209970873,-1.46083067895151,0.890473917982122
1997-07-01,"1997-1999 comparison window","seasonal_1","Seasonal component 1 (12-month cycle)",0.15,"tau = 0.15",-1.07473472860179,-2.29383167438804,0.00208553928475037
1997-08-01,"1997-1999 comparison window","seasonal_1","Seasonal component 1 (12-month cycle)",0.15,"tau = 0.15",-1.46199943703256,-2.20833257894804,-0.766325605213563
1997-09-01,"1997-1999 comparison window","seasonal_1","Seasonal component 1 (12-month cycle)",0.15,"tau = 0.15",-1.71770938035225,-2.69125671598722,-0.929429182739758
1997-10-01,"1997-1999 comparison window","seasonal_1","Seasonal component 1 (12-month cycle)",0.15,"tau = 0.15",-1.59175811141231,-2.42372199726025,-0.783755920330747
