"p0","model","horizon","mean_check_loss","mean_abs_error"
0.05,"direct_regression",30,0.0225934137977006,0.451868275954012
0.05,"transfer_function",30,0.0395129477239579,0.181525138897165
0.5,"direct_regression",30,0.163038202250238,0.326076404500476
0.5,"transfer_function",30,0.103506310834699,0.207012621669398
0.95,"direct_regression",30,0.104089539618267,0.134279887420199
0.95,"transfer_function",30,0.0423626141124781,0.322672491779612
