"p0","model","horizon","mean_check_loss","mean_abs_error"
0.05,"direct_regression",30,0.0211697827318429,0.423395654636858
0.05,"transfer_function",30,0.0696399908488971,0.21227202540154
0.5,"direct_regression",30,0.17862516159533,0.357250323190661
0.5,"transfer_function",30,0.109152693326801,0.218305386653602
