"p0","model","horizon","mean_check_loss","mean_abs_error"
0.05,"direct_regression",30,0.0217392618868159,0.434785237736319
0.05,"transfer_function",30,0.0900463495650549,0.221738839592893
0.5,"direct_regression",30,0.169776693172821,0.339553386345642
0.5,"transfer_function",30,0.110931248408423,0.221862496816845
