"p0","model","horizon","mean_check_loss","mean_abs_error"
0.05,"direct_regression",30,0.0211698016976627,0.423396033953254
0.05,"transfer_function",30,0.0696402894776522,0.212271989769425
0.5,"direct_regression",30,0.17862516159533,0.357250323190661
0.5,"transfer_function",30,0.109152693290903,0.218305386581806
