"covariate","center","scale"
"ppt",3.27292310080501,12.0525217296244
"soil",0.239523782656086,0.0954624913925126
"ppt_soil",1.2695391248194,4.91352246753608
"ppt2",155.964127269003,1138.88117340464
"soil2",0.0664840284443111,0.0497458436384484
