"p0","model","status","runtime","iter","converged","hit_iter_cap","median_kt","error_message"
0.15,"direct_regression","ok",11.907,6,FALSE,TRUE,NA,""
0.15,"transfer_function","ok",13.097,6,FALSE,TRUE,32.5464720310891,""
0.5,"direct_regression","ok",11.665,6,FALSE,TRUE,NA,""
0.5,"transfer_function","ok",13.023,6,FALSE,TRUE,32.5044567068729,""
