"date","period_label","model","model_label","p0","tau_label","phase","estimate","lower","upper"
2012-01-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.97214010219046,4.82512149872007,5.09430480980897
2012-02-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",5.14160916518222,4.96356259209546,5.28740503883207
2012-03-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.69385856560326,4.51985352598785,4.90240057083149
2012-04-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.44242369093055,4.3190293762648,4.57998284000775
2012-05-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.86443123040846,3.71695055700731,4.0231462599219
2012-06-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.40432639177958,3.30031372172381,3.53752286329871
2012-07-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.12026701315593,2.99831350636627,3.25628368543492
2012-08-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.86410933073724,2.78317859150298,2.94921538942124
2012-09-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.72109655278277,2.6056583311568,2.80974439754157
2012-10-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.81918827066465,2.76243332153882,2.89830604709298
2012-11-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.2830294517459,3.1734748526171,3.36373068841592
2012-12-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.07110792199903,3.93083080936438,4.21048775657929
2013-01-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",5.38558253982828,5.18850014172596,5.56339443448004
2013-02-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",5.18274944055083,4.95924184030366,5.37305566537118
2013-03-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.7016416289061,4.51777972791819,4.94479042482211
2013-04-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.90000936880562,3.7323890910121,4.15555082258694
2013-05-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.26504652065737,3.13490111958153,3.40907133640079
2013-06-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.86831824747552,2.75547520834242,2.97995343121105
2013-07-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.66827710600522,2.55439496555946,2.78880333145275
2013-08-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.47834020757268,2.37975639789799,2.56149385734262
2013-09-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.34878897356229,2.2678080480582,2.40532157178341
2013-10-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.44990926851333,2.35916487931236,2.53304566579448
2013-11-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.92179302017128,2.83849941727469,3.02931852897342
2013-12-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.63182778434092,3.55217911172669,3.75544697197709
2014-01-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.19985466112741,4.09460387825306,4.33420948782103
2014-02-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.31251673121419,4.19333172803371,4.43814496286808
2014-03-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.96243080536008,3.84949389564052,4.12271063187066
2014-04-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.35825716104196,3.26391961801567,3.46097349791027
2014-05-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.77059442397981,2.67408292269703,2.85864192447974
2014-06-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.4154473134309,2.33644157501932,2.50043800316306
2014-07-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.2633839933596,2.15954174434154,2.36016476070097
2014-08-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.13568438937738,1.97610576425167,2.23353388076485
2014-09-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.0273433716019,1.91426460860886,2.15487281818978
2014-10-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.2021282111485,2.08993645215812,2.30642332751429
2014-11-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.70723678173249,2.56925550196807,2.84671176552923
2014-12-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.48016014625625,3.37690059023801,3.59531951880199
2015-01-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.57076383261198,4.41202943568799,4.73007656305329
2015-02-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.50087932383502,4.33528358233137,4.62322162601083
2015-03-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.19611923030864,4.05441598475136,4.32633198008173
2015-04-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.42405403332581,3.22985273323995,3.55388720432903
2015-05-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.84874768812796,2.72464821285474,2.96607388342479
2015-06-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.55305573008415,2.43479388190395,2.66347370612988
2015-07-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.36870502171842,2.25784285871536,2.47651019155406
2015-08-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.235309192242,2.12458237658642,2.33820510658119
2015-09-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.15951745979862,2.08810346945331,2.25780566870271
2015-10-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.3238674678978,2.23831355093363,2.40731185520918
2015-11-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.86278722870658,2.71876029427556,2.98380048470687
2015-12-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.63867117183886,3.51489989779832,3.7297184773661
2016-01-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.32173952738077,4.17469292981129,4.47451865677436
2016-02-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.86875028148976,4.68767093932876,5.03161558537468
2016-03-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.32411322103012,4.20649881361584,4.43601427410811
2016-04-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.72825149979483,4.48573528897715,4.96549961293187
2016-05-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.6787223985797,3.50798622301026,3.88479630330724
2016-06-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.23909423553251,3.02751064033444,3.51599918494363
2016-07-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.01893757734295,2.85053967128215,3.18774973848432
2016-08-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.80256935169532,2.63093874050368,2.99543165705427
2016-09-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.66753714652559,2.53906544417375,2.78721968017968
2016-10-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",2.80579888497101,2.71204960707099,2.91822630921402
2016-11-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",3.36123908384925,3.22519205768587,3.47635761822537
2016-12-01,"2012-2016 drought window","transfer_function","Transfer function",0.5,"tau = 0.50","fit",4.13883428495404,4.00072839515684,4.30774285861872
